item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Peppers Cherry,01/03/2017,Food 4312,Gal Peppers,21.75,4.0,0,0,0,4.0,0,23.00,6.96,160.11,2.7500,160.1099
Mustard Dijon,01/03/2017,Food 4312,jar dijon,11.90,0.0,0,0,0,0.0,0,10.40,5.24,54.51,1.5000,54.5126
MUSTARD WHL GRAIN ,01/03/2017,Food 4312,32 oz jar,10.60,0.0,0,0,0,0.0,0,10.00,5.85,58.47,0.6000,58.472
Soy Sauce,01/03/2017,Food 4312,gal soy,1.50,0.0,0,0,0,0.0,0,1.30,9.34,12.14,0.2000,12.1421
Tuna Chunk - pouch,01/03/2017,Food 4312,Pouch tuna (48oz),4.10,6.0,0,0,0,6.0,0,6.25,8.22,51.39,3.8500,51.3856
Pam Spray,01/03/2017,Food 4312,ea,4.00,0.0,0,0,0,0.0,0,3.00,2.59,7.76,1.0000,7.7622
Oregano,01/03/2017,Food 4312,cont oregano,0.60,0.0,0,0,0,0.0,0,0.50,20.60,10.30,0.1000,10.2983
Basil,01/03/2017,Food 4312,cont basil,0.60,0.0,0,0,0,0.0,0,0.50,21.82,10.91,0.1000,10.9094
Sugar,01/03/2017,Food 4312,lb,12.00,0.0,0,0,0,0.0,0,15.00,0.58,8.76,-3.0000,8.7555
Mayo Packets,01/03/2017,Food 4312,Box 204,1.60,1.0,0,0,0,1.0,0,1.75,17.40,30.45,0.8500,30.449999999999996
Mustard Packets,01/03/2017,Food 4312,Box 500,1.50,0.0,0,0,0,0.0,0,1.25,5.88,7.35,0.2500,7.35
Sweet n Low Packets,01/03/2017,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,01/03/2017,Sides 4313,ea,158.00,72.0,0,0,0,72.0,0,140.00,0.35,48.48,90.0000,48.482
Chip JJ Reg ,01/03/2017,Sides 4313,ea,151.00,180.0,0,0,0,180.0,0,220.00,0.34,75.72,111.0000,75.724
Chip JJ BBQ ,01/03/2017,Sides 4313,ea,255.00,240.0,0,0,0,240.0,0,237.00,0.34,81.58,258.0000,81.5754
Chip JJ Jalapeno ,01/03/2017,Sides 4313,ea,194.00,180.0,0,0,0,180.0,0,192.00,0.34,66.09,182.0000,66.0864
Chip JJ S&V ,01/03/2017,Sides 4313,ea,171.00,180.0,0,0,0,180.0,0,176.00,0.34,60.58,175.0000,60.5792
Chip JJ Skinny ,01/03/2017,Sides 4313,ea,125.00,60.0,0,0,0,60.0,0,133.00,0.41,54.13,52.0000,54.131
Cookie Oatmeal Raisin,01/03/2017,Sides 4313,ea,81.00,56.0,0,0,0,56.0,0,81.00,0.46,37.54,56.0000,37.5354
Cookie JJ Triple Choc Chip,01/03/2017,Sides 4313,ea,174.00,112.0,0,0,0,112.0,0,229.00,0.55,126.61,57.0000,126.6141
Sysco Cup Foam Tall 12 oz,01/03/2017,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/03/2017,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/03/2017,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 16 OZ,01/03/2017,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,01/03/2017,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,01/03/2017,Paper 4314,Pack 284,17.00,0.0,0,0,0,0.0,0,11.25,1.41,15.89,5.7500,15.8861
Cup 22oz JJ,01/03/2017,Paper 4314,ea,814.00,1000.0,0,0,0,1000.0,0,"1,338.00",0.04,48.03,476.0000,48.0342
Lid 22oz JJ,01/03/2017,Paper 4314,ea,875.00,1000.0,0,0,0,1000.0,0,"1,476.00",0.01,15.65,399.0000,15.6456
Cup 30oz JJ,01/03/2017,Paper 4314,ea,"1,220.00",0.0,0,0,0,0.0,0,"1,015.00",0.06,60.70,205.0000,60.697
Lid 30oz JJ,01/03/2017,Paper 4314,ea,"1,361.00",0.0,0,0,0,0.0,0,"1,159.00",0.02,20.75,202.0000,20.7461
Bags 8# JJ,01/03/2017,Paper 4314,Box 1000,1.00,0.0,0,0,0,0.0,0,0.40,35.00,14.00,0.6000,14.0
Wrap Sandwich,01/03/2017,Paper 4314,Box 1000,3.90,0.0,0,0,0,0.0,0,2.00,19.57,39.14,1.9000,39.14
8X10 Port Pap.,01/03/2017,Paper 4314,Box 500,6.20,12.0,0,0,0,12.0,0,10.25,2.61,26.71,7.9500,26.7095
Straws,01/03/2017,Paper 4314,Box 300,9.25,0.0,0,0,0,0.0,0,7.00,1.43,10.01,2.2500,10.0073
Pan Liners,01/03/2017,Paper 4314,Box 1000,0.50,0.0,0,0,0,0.0,0,0.50,29.22,14.61,0.0000,14.6118
Mylar,01/03/2017,Paper 4314,roll 5280,1.60,0.0,0,0,0,0.0,0,1.50,57.24,85.87,0.1000,85.8659
Cucumber,01/03/2017,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/03/2017,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/03/2017,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/03/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/03/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/03/2017,Produce 4315,Head Let,77.00,120.0,0,0,0,120.0,0,77.00,1.14,87.49,120.0000,87.4874
Tomatoes,01/03/2017,Produce 4315,lb,46.00,150.0,0,0,0,150.0,0,82.00,1.23,100.83,114.0000,100.8272
Onions,01/03/2017,Produce 4315,lb,22.00,50.0,0,0,0,50.0,0,30.00,0.46,13.93,42.0000,13.932
Sprouts,01/03/2017,Produce 4315,lb,8.75,1.0,0,0,0,1.0,0,7.25,10.31,74.76,2.5000,74.7649
Celery,01/03/2017,Produce 4315,stalk,5.25,9.0,0,0,0,9.0,0,8.25,1.32,10.89,6.0000,10.8851
Cucumbers,01/03/2017,Produce 4315,ea,21.00,24.0,0,0,0,24.0,0,22.00,1.06,23.23,23.0000,23.227599999999995
Dr Pepper (20oz Bottle),01/03/2017,Beverage 4316,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Syrup Coke,01/03/2017,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,7.50,14.25,106.88,0.0000,106.875
Syrup Diet Coke,01/03/2017,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,5.00,14.25,71.25,2.5000,71.25
Syrup Sprite,01/03/2017,Beverage 4316,gal,5.00,0.0,0,0,0,0.0,0,4.50,14.25,64.13,0.5000,64.125
Syrup Lemonade Light,01/03/2017,Beverage 4316,gal,2.50,0.0,0,0,0,0.0,0,2.00,15.46,30.92,0.5000,30.92
Syrup Mello Yellow,01/03/2017,Beverage 4316,gal,2.50,0.0,0,0,0,0.0,0,1.00,14.86,14.86,1.5000,14.86
Syrup Dr. Pepper,01/03/2017,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,5.50,14.61,80.35,2.0000,80.3451
Syrup Diet Dr Pepper,01/03/2017,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,01/03/2017,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,2.00,14.25,28.50,1.5000,28.5
Syrup Powerade,01/03/2017,Beverage 4316,gal,3.50,0.0,0,0,0,0.0,0,2.00,14.86,29.72,1.5000,29.72
Tea Bag Brew Lipton,01/03/2017,Beverage 4316,ea,22.00,24.0,0,0,0,24.0,0,31.00,0.95,29.49,15.0000,29.4903
Water (bottle),01/03/2017,Beverage 4316,bottle,58.00,24.0,0,0,0,24.0,0,59.00,0.28,16.47,23.0000,16.4728
Box - Mini Jimmy 12 CT Sandwich,01/03/2017,Catering 4320,each,27.00,0.0,0,0,0,0.0,0,26.00,1.08,28.16,1.0000,28.1632
Box - Mini Jimmy 24 CT Sandwich,01/03/2017,Catering 4320,each,38.00,0.0,0,0,0,0.0,0,33.00,1.67,55.21,5.0000,55.2057
Box w/window - Jimmy 6 pk Cookie,01/03/2017,Catering 4320,each,142.00,0.0,0,0,0,0.0,0,142.00,0.25,35.94,0.0000,35.9402
Paper Bag - Mini Jimmy Sandwich,01/03/2017,Catering 4320,Case 500,1.75,0.0,0,0,0,0.0,0,1.60,15.70,25.12,0.1500,25.12
Pickle Container - clear plastic w/lid & label,01/03/2017,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,01/03/2017,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/03/2017,Catering 4320,ea,221.00,0.0,0,0,0,0.0,0,221.00,0.30,66.43,0.0000,66.4326
"Tray Cater Cmbo 12"" w / dome lid",01/03/2017,Catering 4320,each,33.00,0.0,0,0,0,0.0,0,32.00,0.79,25.26,1.0000,25.264
"Tray Cater Cmbo 16"" w / dome lid",01/03/2017,Catering 4320,each,32.00,0.0,0,0,0,0.0,0,32.00,1.65,52.89,0.0000,52.8864
Party Tray Bags,01/03/2017,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,01/10/2017,Bread 4311,ea,642.00,896.0,0,0,0,896.0,0,665.00,0.45,296.12,873.0000,296.1245
Wheat,01/10/2017,Bread 4311,ea,60.00,48.0,0,0,0,48.0,0,55.00,1.46,80.33,53.0000,80.333
Equal Sugar Substitute,01/10/2017,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Avo Fresco,01/10/2017,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,01/10/2017,Food 4312,lb,40.25,38.9,0,0,0,38.9,0,61.00,3.11,189.61,18.1500,189.6124
Salami,01/10/2017,Food 4312,lb,49.50,35.15,0,0,0,35.15,0,61.25,2.90,177.80,23.4000,177.8026
Ham,01/10/2017,Food 4312,lb,133.50,86.35,0,0,0,86.35,0,126.50,2.16,273.00,93.3500,272.9997
Turkey,01/10/2017,Food 4312,lb,143.50,139.15,0,0,0,139.15,0,179.75,2.88,518.20,102.9000,518.2013
Beef,01/10/2017,Food 4312,lb,71.00,63.1,0,0,0,63.1,0,82.75,3.96,327.54,51.3500,327.5411
Bacon,01/10/2017,Food 4312,ea,"1,039.00",1200.0,0,0,0,1200.0,0,"1,032.00",0.19,200.41,"1,207.0000",200.4144
Cheese,01/10/2017,Food 4312,lb,96.00,105.29,0,0,0,105.29,0,110.75,2.17,240.00,90.5400,239.99530000000001
Mayonnaise,01/10/2017,Food 4312,gal mayo,48.00,8.0,0,0,0,8.0,0,46.75,8.06,376.70,9.2500,376.70220000000006
Oil,01/10/2017,Food 4312,gal oil,12.75,0.0,0,0,0,0.0,0,11.75,8.37,98.35,1.0000,98.3546
Vinegar,01/10/2017,Food 4312,gal vinegar,14.25,0.0,0,0,0,0.0,0,13.25,4.14,54.88,1.0000,54.8842
Avocado,01/10/2017,Food 4312,avo can,19.60,0.0,0,0,0,0.0,0,11.40,3.21,36.59,8.2000,36.594
Peppers Cherry,01/10/2017,Food 4312,Gal Peppers,23.00,0.0,0,0,0,0.0,0,20.00,6.96,139.23,3.0000,139.226
Mustard Dijon,01/10/2017,Food 4312,jar dijon,10.40,0.0,0,0,0,0.0,0,8.75,5.24,45.86,1.6500,45.864
MUSTARD WHL GRAIN ,01/10/2017,Food 4312,32 oz jar,10.00,0.0,0,0,0,0.0,0,9.50,5.85,55.55,0.5000,55.5484
Soy Sauce,01/10/2017,Food 4312,gal soy,1.30,0.0,0,0,0,0.0,0,1.10,9.34,10.27,0.2000,10.2741
Tuna Chunk - pouch,01/10/2017,Food 4312,Pouch tuna (48oz),6.25,6.0,0,0,0,6.0,0,7.00,8.22,57.55,5.2500,57.5519
Pam Spray,01/10/2017,Food 4312,ea,3.00,0.0,0,0,0,0.0,0,3.00,2.59,7.76,0.0000,7.7622
Oregano,01/10/2017,Food 4312,cont oregano,0.50,0.0,0,0,0,0.0,0,0.40,20.60,8.24,0.1000,8.2386
Basil,01/10/2017,Food 4312,cont basil,0.50,0.0,0,0,0,0.0,0,0.40,21.82,8.73,0.1000,8.7275
Sugar,01/10/2017,Food 4312,lb,15.00,0.0,0,0,0,0.0,0,15.00,0.58,8.76,0.0000,8.7555
Mayo Packets,01/10/2017,Food 4312,Box 204,1.75,1.0,0,0,0,1.0,0,1.75,17.55,30.71,1.0000,30.711299999999998
Mustard Packets,01/10/2017,Food 4312,Box 500,1.25,0.0,0,0,0,0.0,0,1.00,5.88,5.88,0.2500,5.88
Sweet n Low Packets,01/10/2017,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,01/10/2017,Sides 4313,ea,140.00,72.0,0,0,0,72.0,0,105.00,0.35,36.36,107.0000,36.3615
Chip JJ Reg ,01/10/2017,Sides 4313,ea,220.00,120.0,0,0,0,120.0,0,196.00,0.34,67.46,144.0000,67.4632
Chip JJ BBQ ,01/10/2017,Sides 4313,ea,237.00,240.0,0,0,0,240.0,0,279.00,0.34,96.03,198.0000,96.0318
Chip JJ Jalapeno ,01/10/2017,Sides 4313,ea,192.00,180.0,0,0,0,180.0,0,190.00,0.34,65.40,182.0000,65.398
Chip JJ S&V ,01/10/2017,Sides 4313,ea,176.00,180.0,0,0,0,180.0,0,185.00,0.34,63.68,171.0000,63.677
Chip JJ Skinny ,01/10/2017,Sides 4313,ea,133.00,60.0,0,0,0,60.0,0,144.00,0.41,58.61,49.0000,58.608
Cookie Oatmeal Raisin,01/10/2017,Sides 4313,ea,81.00,0.0,0,0,0,0.0,0,58.00,0.46,26.88,23.0000,26.8772
Cookie JJ Triple Choc Chip,01/10/2017,Sides 4313,ea,229.00,56.0,0,0,0,56.0,0,134.00,0.56,74.40,151.0000,74.3968
Sysco Cup Foam Tall 12 oz,01/10/2017,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 12oz Trans Soft - Paper Cat,01/10/2017,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,01/10/2017,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 16 OZ,01/10/2017,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins,01/10/2017,Paper 4314,Pack 567,0.00,0.0,0,0,0,0.0,0,0.00,3.05,0.00,0.0000,0.0
Napkins - Case 24 / Pack 284,01/10/2017,Paper 4314,Pack 284,11.25,24.0,0,0,0,24.0,0,29.00,1.41,40.95,6.2500,40.9509
Cup 22oz JJ,01/10/2017,Paper 4314,ea,"1,338.00",0.0,0,0,0,0.0,0,874.00,0.04,31.38,464.0000,31.3766
Lid 22oz JJ,01/10/2017,Paper 4314,ea,"1,476.00",0.0,0,0,0,0.0,0,"1,060.00",0.01,11.24,416.0000,11.236
Cup 30oz JJ,01/10/2017,Paper 4314,ea,"1,015.00",0.0,0,0,0,0.0,0,814.00,0.06,48.68,201.0000,48.6772
Lid 30oz JJ,01/10/2017,Paper 4314,ea,"1,159.00",0.0,0,0,0,0.0,0,970.00,0.02,17.36,189.0000,17.363
Bags 8# JJ,01/10/2017,Paper 4314,Box 1000,0.40,1.0,0,0,0,1.0,0,0.80,35.00,28.00,0.6000,28.0
Wrap Sandwich,01/10/2017,Paper 4314,Box 1000,2.00,3.0,0,0,0,3.0,0,3.10,19.57,60.67,1.9000,60.667
8X10 Port Pap.,01/10/2017,Paper 4314,Box 500,10.25,12.0,0,0,0,12.0,0,15.20,2.61,39.61,7.0500,39.6082
Straws,01/10/2017,Paper 4314,Box 300,7.00,0.0,0,0,0,0.0,0,29.00,1.43,41.46,-22.0000,41.459
Pan Liners,01/10/2017,Paper 4314,Box 1000,0.50,0.0,0,0,0,0.0,0,0.50,29.22,14.61,0.0000,14.6118
Mylar,01/10/2017,Paper 4314,roll 5280,1.50,0.0,0,0,0,0.0,0,1.25,57.24,71.55,0.2500,71.5549
Cucumber,01/10/2017,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/10/2017,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/10/2017,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/10/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/10/2017,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/10/2017,Produce 4315,Head Let,77.00,144.0,0,0,0,144.0,0,71.00,1.14,80.67,150.0000,80.6702
Tomatoes,01/10/2017,Produce 4315,lb,82.00,125.0,0,0,0,125.0,0,88.00,1.13,99.84,119.0000,99.83600000000001
Onions,01/10/2017,Produce 4315,lb,30.00,50.0,0,0,0,50.0,0,40.00,0.45,18.19,40.0000,18.188
Sprouts,01/10/2017,Produce 4315,lb,7.25,1.0,0,0,0,1.0,0,3.75,10.28,38.54,4.5000,38.5421
Celery,01/10/2017,Produce 4315,stalk,8.25,6.0,0,0,0,6.0,0,7.00,1.31,9.19,7.2500,9.1896
Cucumbers,01/10/2017,Produce 4315,ea,22.00,24.0,0,0,0,24.0,0,22.00,1.06,23.23,24.0000,23.227599999999995
Dr Pepper (20oz Bottle),01/10/2017,Beverage 4316,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Syrup Coke,01/10/2017,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,6.50,14.25,92.63,1.0000,92.625
Syrup Diet Coke,01/10/2017,Beverage 4316,gal,5.00,5.0,0,0,0,5.0,0,8.00,14.52,116.19,2.0000,116.1928
Syrup Sprite,01/10/2017,Beverage 4316,gal,4.50,0.0,0,0,0,0.0,0,2.50,14.25,35.63,2.0000,35.625
Syrup Lemonade Light,01/10/2017,Beverage 4316,gal,2.00,2.5,0,0,0,2.5,0,3.50,15.78,55.24,1.0000,55.2377
Syrup Mello Yellow,01/10/2017,Beverage 4316,gal,1.00,2.5,0,0,0,2.5,0,2.50,15.26,38.15,1.0000,38.15
Syrup Dr. Pepper,01/10/2017,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,2.50,14.61,36.52,3.0000,36.5205
Syrup Diet Dr Pepper,01/10/2017,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,01/10/2017,Beverage 4316,gal,2.00,5.0,0,0,0,5.0,0,5.00,14.64,73.18,2.0000,73.1785
Syrup Powerade,01/10/2017,Beverage 4316,gal,2.00,2.5,0,0,0,2.5,0,3.25,15.18,49.32,1.2500,49.3217
Tea Bag Brew Lipton,01/10/2017,Beverage 4316,ea,31.00,0.0,0,0,0,0.0,0,16.00,0.95,15.22,15.0000,15.2208
Water (bottle),01/10/2017,Beverage 4316,bottle,59.00,24.0,0,0,0,24.0,0,65.00,0.28,18.15,18.0000,18.148
Box - Mini Jimmy 12 CT Sandwich,01/10/2017,Catering 4320,each,26.00,0.0,0,0,0,0.0,0,23.00,1.08,24.91,3.0000,24.9136
Box - Mini Jimmy 24 CT Sandwich,01/10/2017,Catering 4320,each,33.00,0.0,0,0,0,0.0,0,32.00,1.67,53.53,1.0000,53.5328
Box w/window - Jimmy 6 pk Cookie,01/10/2017,Catering 4320,each,142.00,0.0,0,0,0,0.0,0,139.00,0.25,35.18,3.0000,35.1809
Paper Bag - Mini Jimmy Sandwich,01/10/2017,Catering 4320,Case 500,1.60,0.0,0,0,0,0.0,0,1.50,15.70,23.55,0.1000,23.550000000000004
Pickle Container - clear plastic w/lid & label,01/10/2017,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,0.0000,0.0
Plastic Knives,01/10/2017,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/10/2017,Catering 4320,ea,221.00,0.0,0,0,0,0.0,0,221.00,0.30,66.43,0.0000,66.4326
"Tray Cater Cmbo 12"" w / dome lid",01/10/2017,Catering 4320,each,32.00,0.0,0,0,0,0.0,0,31.00,0.79,24.47,1.0000,24.4745
"Tray Cater Cmbo 16"" w / dome lid",01/10/2017,Catering 4320,each,32.00,0.0,0,0,0,0.0,0,26.00,1.65,42.97,6.0000,42.9702
Party Tray Bags,01/10/2017,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
French Bread 32 ct,01/17/2017,Bread 4311,ea,665.00,896.0,0,0,0,896.0,0,664.00,0.45,295.68,897.0000,295.6792
Wheat,01/17/2017,Bread 4311,ea,55.00,48.0,0,0,0,48.0,0,49.00,1.46,71.57,54.0000,71.5694
Equal Sugar Substitute,01/17/2017,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Avo Fresco,01/17/2017,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,01/17/2017,Food 4312,lb,61.00,0.0,0,0,0,0.0,0,24.50,3.11,76.16,36.5000,76.1558
Salami,01/17/2017,Food 4312,lb,61.25,0.0,0,0,0,0.0,0,33.50,2.90,97.25,27.7500,97.2472
Ham,01/17/2017,Food 4312,lb,126.50,83.9,0,0,0,83.9,0,112.25,2.13,238.89,98.1500,238.8905
Turkey,01/17/2017,Food 4312,lb,179.75,105.25,0,0,0,105.25,0,207.00,2.89,598.71,78.0000,598.7061
Beef,01/17/2017,Food 4312,lb,82.75,33.15,0,0,0,33.15,0,56.50,3.94,222.49,59.4000,222.4857
Bacon,01/17/2017,Food 4312,ea,"1,032.00",1200.0,0,0,0,1200.0,0,"1,105.00",0.19,215.03,"1,127.0000",215.033
Cheese,01/17/2017,Food 4312,lb,110.75,70.29,0,0,0,70.29,0,81.00,2.17,175.53,100.0400,175.527
Mayonnaise,01/17/2017,Food 4312,gal mayo,46.75,8.0,0,0,0,8.0,0,44.75,8.07,361.28,10.0000,361.28469999999993
Oil,01/17/2017,Food 4312,gal oil,11.75,6.0,0,0,0,6.0,0,16.50,8.86,146.15,1.2500,146.1521
Vinegar,01/17/2017,Food 4312,gal vinegar,13.25,0.0,0,0,0,0.0,0,12.25,4.14,50.74,1.0000,50.742
Avocado,01/17/2017,Food 4312,avo can,11.40,12.0,0,0,0,12.0,0,14.50,3.21,46.55,8.9000,46.545
Peppers Cherry,01/17/2017,Food 4312,Gal Peppers,20.00,4.0,0,0,0,4.0,0,21.00,6.95,146.03,3.0000,146.0298
Mustard Dijon,01/17/2017,Food 4312,jar dijon,8.75,0.0,0,0,0,0.0,0,7.20,5.24,37.74,1.5500,37.7395
MUSTARD WHL GRAIN ,01/17/2017,Food 4312,32 oz jar,9.50,0.0,0,0,0,0.0,0,8.90,5.85,52.04,0.6000,52.0401
Soy Sauce,01/17/2017,Food 4312,gal soy,1.10,0.0,0,0,0,0.0,0,0.90,9.34,8.41,0.2000,8.4061
Tuna Chunk - pouch,01/17/2017,Food 4312,Pouch tuna (48oz),7.00,6.0,0,0,0,6.0,0,7.50,8.22,61.66,5.5000,61.6628
Pam Spray,01/17/2017,Food 4312,ea,3.00,0.0,0,0,0,0.0,0,3.00,2.59,7.76,0.0000,7.7622
Oregano,01/17/2017,Food 4312,cont oregano,0.40,0.0,0,0,0,0.0,0,0.30,20.60,6.18,0.1000,6.179
Basil,01/17/2017,Food 4312,cont basil,0.40,0.0,0,0,0,0.0,0,0.30,21.82,6.55,0.1000,6.5456
Sugar,01/17/2017,Food 4312,lb,15.00,0.0,0,0,0,0.0,0,20.00,0.58,11.67,-5.0000,11.674
Mayo Packets,01/17/2017,Food 4312,Box 204,1.75,1.0,0,0,0,1.0,0,1.75,17.64,30.88,1.0000,30.8756
Mustard Packets,01/17/2017,Food 4312,Box 500,1.00,1.0,0,0,0,1.0,0,1.75,5.88,10.29,0.2500,10.29
Sweet n Low Packets,01/17/2017,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,01/17/2017,Sides 4313,ea,105.00,144.0,0,0,0,144.0,0,151.00,0.35,52.29,98.0000,52.2913
Chip JJ Reg ,01/17/2017,Sides 4313,ea,196.00,120.0,0,0,0,120.0,0,158.00,0.34,54.38,158.0000,54.3836
Chip JJ BBQ ,01/17/2017,Sides 4313,ea,279.00,240.0,0,0,0,240.0,0,271.00,0.34,93.28,248.0000,93.2782
Chip JJ Jalapeno ,01/17/2017,Sides 4313,ea,190.00,180.0,0,0,0,180.0,0,164.00,0.34,56.45,206.0000,56.4488
Chip JJ S&V ,01/17/2017,Sides 4313,ea,185.00,180.0,0,0,0,180.0,0,179.00,0.34,61.61,186.0000,61.6118
Chip JJ Skinny ,01/17/2017,Sides 4313,ea,144.00,60.0,0,0,0,60.0,0,143.00,0.41,58.20,61.0000,58.20100000000001
