item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
BACON - SLI APPLWD SMKD CKD,01/01/2019,Food 4312,ea,"1,406.00",0.0,0,0,0,0.0,0,931.00,0.25,230.24,475.0000,230.2363
Cheese,01/01/2019,Food 4312,lb,122.00,71.33,0,0,0,71.33,0,96.00,2.22,213.32,97.3300,213.3216
Mayonnaise,01/01/2019,Food 4312,gal mayo,60.00,8.0,0,0,0,8.0,0,63.00,8.16,514.07,5.0000,514.0737
Oil,01/01/2019,Food 4312,gal oil,14.00,0.0,0,0,0,0.0,0,13.00,8.87,115.26,1.0000,115.258
Vinegar,01/01/2019,Food 4312,gal vinegar,12.00,0.0,0,0,0,0.0,0,10.00,3.89,38.85,2.0000,38.851
Avocado,01/01/2019,Food 4312,avo can,10.00,12.0,0,0,0,12.0,0,10.00,3.66,36.57,12.0000,36.567
Peppers Cherry,01/01/2019,Food 4312,Gal Peppers,21.00,4.0,0,0,0,4.0,0,28.00,7.01,196.35,-3.0000,196.3472
Mustard Dijon,01/01/2019,Food 4312,jar dijon,10.00,0.0,0,0,0,0.0,0,8.00,5.24,41.90,2.0000,41.9008
MUSTARD WHL GRAIN ,01/01/2019,Food 4312,32 oz jar,10.00,0.0,0,0,0,0.0,0,6.00,5.84,35.03,4.0000,35.0304
Soy Sauce,01/01/2019,Food 4312,gal soy,0.45,0.0,0,0,0,0.0,0,0.10,10.58,1.06,0.3500,1.058
Tuna Chunk - pouch,01/01/2019,Food 4312,Pouch tuna (48oz),10.00,0.0,0,0,0,0.0,0,6.00,8.49,50.94,4.0000,50.94
Pan Spray,01/01/2019,Food 4312,ea,4.00,0.0,0,0,0,0.0,0,5.00,2.78,13.91,-1.0000,13.9065
Oregano,01/01/2019,Food 4312,cont oregano,1.50,0.0,0,0,0,0.0,0,1.10,24.88,27.37,0.4000,27.3701
Basil,01/01/2019,Food 4312,cont basil,1.50,0.0,0,0,0,0.0,0,1.10,6.00,6.60,0.4000,6.5958
Sugar,01/01/2019,Food 4312,lb,13.00,25.0,0,0,0,25.0,0,25.00,0.64,16.11,13.0000,16.11
Mayo Packets,01/01/2019,Food 4312,Box 204,1.10,1.0,0,0,0,1.0,0,1.10,17.79,19.57,1.0000,19.569
Mustard Packets,01/01/2019,Food 4312,Box 500,1.10,1.0,0,0,0,1.0,0,1.10,5.88,6.47,1.0000,6.468
Sweet n Low Packets,01/01/2019,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,01/01/2019,Sides 4313,ea,217.00,144.0,0,0,0,144.0,0,294.00,0.35,102.17,67.0000,102.165
Chip JJ Reg ,01/01/2019,Sides 4313,ea,267.00,120.0,0,0,0,120.0,0,254.00,0.35,87.76,133.0000,87.757
Chip JJ BBQ ,01/01/2019,Sides 4313,ea,357.00,120.0,0,0,0,120.0,0,274.00,0.35,94.67,203.0000,94.667
Chip JJ Jalapeno ,01/01/2019,Sides 4313,ea,250.00,120.0,0,0,0,120.0,0,227.00,0.35,78.43,143.0000,78.4285
Chip JJ S&V ,01/01/2019,Sides 4313,ea,264.00,120.0,0,0,0,120.0,0,217.00,0.35,74.97,167.0000,74.9735
Chip JJ Skinny ,01/01/2019,Sides 4313,ea,116.00,60.0,0,0,0,60.0,0,100.00,0.41,40.65,76.0000,40.65
Cookie Oatmeal Raisin,01/01/2019,Sides 4313,ea,136.00,0.0,0,0,0,0.0,0,119.00,0.46,55.14,17.0000,55.1446
Cookie JJ Triple Choc Chip,01/01/2019,Sides 4313,ea,147.00,112.0,0,0,0,112.0,0,172.00,0.56,96.94,87.0000,96.9392
CUP PLAS PRTN CLR 2 OZ  ,01/01/2019,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,01/01/2019,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,01/01/2019,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,01/01/2019,Paper 4314,$,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,01/01/2019,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),01/01/2019,Paper 4314,200 CT,0.00,12.0,0,0,0,12.0,0,12.00,1.88,22.56,0.0000,22.559999999999995
CUP PLAS TRANS 12 OZ - Paper Cat,01/01/2019,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,01/01/2019,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),01/01/2019,Paper 4314,Pack 567,1.00,0.0,0,0,0,0.0,0,5.50,3.05,16.78,-4.5000,16.775
Napkins - Case 24 / Pack 284,01/01/2019,Paper 4314,Pack 284,0.00,0.0,0,0,0,0.0,0,0.00,1.43,0.00,0.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,01/01/2019,Paper 4314,100 CT,0.00,0.0,0,0,0,0.0,0,5.50,0.85,4.65,-5.5000,4.6475
Cup 22oz JJ,01/01/2019,Paper 4314,ea,811.00,0.0,0,0,0,0.0,0,"1,352.00",0.04,51.11,-541.0000,51.1056
Lid 22oz JJ,01/01/2019,Paper 4314,ea,"1,182.00",1000.0,0,0,0,1000.0,0,"1,758.00",0.01,18.99,424.0000,18.9864
Cup 30oz JJ,01/01/2019,Paper 4314,ea,"1,652.00",0.0,0,0,0,0.0,0,"1,423.00",0.06,89.22,229.0000,89.22209999999998
Lid 30oz JJ,01/01/2019,Paper 4314,ea,"1,476.00",0.0,0,0,0,0.0,0,255.00,0.01,1.28,"1,221.0000",1.275
Bags 8# JJ,01/01/2019,Paper 4314,Box 1000,0.75,0.0,0,0,0,0.0,0,0.50,29.90,14.95,0.2500,14.95
Wrap Sandwich,01/01/2019,Paper 4314,Box 1000,1.25,0.0,0,0,0,0.0,0,1.00,19.38,19.38,0.2500,19.3767
8X10 Port Pap. (WRAP PAPER DRY WAX),01/01/2019,Paper 4314,Box 500,10.00,12.0,0,0,0,12.0,0,3.00,2.64,7.93,19.0000,7.9299
Straws,01/01/2019,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),01/01/2019,Paper 4314,Box 300,4.50,24.0,0,0,0,24.0,0,2.00,1.50,2.99,26.5000,2.9944
Pan Liners,01/01/2019,Paper 4314,Box 1000,0.60,0.0,0,0,0,0.0,0,0.50,30.80,15.40,0.1000,15.4
Mylar (Film PVC roll),01/01/2019,Paper 4314,roll 5280,0.65,0.0,0,0,0,0.0,0,0.50,50.57,25.29,0.1500,25.2869
Cucumber,01/01/2019,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/01/2019,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/01/2019,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/01/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/01/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/01/2019,Produce 4315,Head Let,58.00,96.0,0,0,0,96.0,0,56.00,1.11,61.94,98.0000,61.93600000000001
Tomatoes,01/01/2019,Produce 4315,lb,60.50,100.0,0,0,0,100.0,0,37.00,0.81,29.83,123.5000,29.8331
Onions (Yellow Jumbo),01/01/2019,Produce 4315,lb,37.25,0.0,0,0,0,0.0,0,11.00,0.30,3.30,26.2500,3.3
Sprouts,01/01/2019,Produce 4315,lb,1.50,2.0,0,0,0,2.0,0,0.50,5.98,2.99,3.0000,2.9875
Celery,01/01/2019,Produce 4315,stalk,24.00,0.0,0,0,0,0.0,0,16.00,1.13,18.08,8.0000,18.0784
Cucumbers,01/01/2019,Produce 4315,ea,5.00,25.0,0,0,0,25.0,0,16.00,0.66,10.56,14.0000,10.56
Syrup Coke,01/01/2019,Beverage 4316,gal,4.00,5.0,0,0,0,5.0,0,7.50,15.37,115.28,1.5000,115.275
Syrup Diet Coke,01/01/2019,Beverage 4316,gal,6.50,0.0,0,0,0,0.0,0,5.00,15.37,76.85,1.5000,76.85
Syrup Sprite,01/01/2019,Beverage 4316,gal,6.00,0.0,0,0,0,0.0,0,5.00,15.37,76.85,1.0000,76.85
Syrup Lemonade Light,01/01/2019,Beverage 4316,gal,2.00,5.0,0,0,0,5.0,0,1.75,10.65,18.63,5.2500,18.6303
Syrup Mello Yellow,01/01/2019,Beverage 4316,gal,3.00,0.0,0,0,0,0.0,0,1.25,16.02,20.03,1.7500,20.025
Syrup Dr. Pepper,01/01/2019,Beverage 4316,gal,5.50,0.0,0,0,0,0.0,0,2.50,15.07,37.68,3.0000,37.675
Syrup Diet Dr Pepper,01/01/2019,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,01/01/2019,Beverage 4316,gal,10.25,0.0,0,0,0,0.0,0,7.00,14.65,102.55,3.2500,102.55
Syrup Powerade,01/01/2019,Beverage 4316,gal,0.50,0.0,0,0,0,0.0,0,2.25,16.01,36.03,-1.7500,36.0333
Tea Bag Brew Lipton,01/01/2019,Beverage 4316,ea,29.00,0.0,0,0,0,0.0,0,10.00,0.95,9.49,19.0000,9.491
Water (bottle),01/01/2019,Beverage 4316,bottle,0.00,24.0,0,0,0,24.0,0,44.00,0.28,12.28,-20.0000,12.2848
Box - Mini Jimmy 12 CT Sandwich,01/01/2019,Catering 4320,each,21.00,0.0,0,0,0,0.0,0,21.00,0.91,19.16,0.0000,19.1583
Box - Mini Jimmy 24 CT Sandwich,01/01/2019,Catering 4320,each,23.00,0.0,0,0,0,0.0,0,25.00,1.61,40.15,-2.0000,40.1525
Box w/window - Jimmy 6 pk Cookie,01/01/2019,Catering 4320,each,0.50,0.0,0,0,0,0.0,0,1.00,0.25,0.25,-0.5000,0.2531
Paper Bag - Mini Jimmy Sandwich,01/01/2019,Catering 4320,Case 500,0.50,0.0,0,0,0,0.0,0,0.50,16.10,8.05,0.0000,8.05
Pickle Container - clear plastic w/lid & label,01/01/2019,Catering 4320,each,0.00,0.0,0,0,0,0.0,0,3.00,0.19,0.57,-3.0000,0.57
Plastic Knives,01/01/2019,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/01/2019,Catering 4320,ea,167.00,0.0,0,0,0,0.0,0,166.00,0.31,51.66,1.0000,51.6592
"Tray Cater Cmbo 12"" w / dome lid",01/01/2019,Catering 4320,each,17.00,0.0,0,0,0,0.0,0,14.00,0.93,12.97,3.0000,12.9654
"Tray Cater Cmbo 16"" w / dome lid",01/01/2019,Catering 4320,each,20.00,0.0,0,0,0,0.0,0,18.00,1.71,30.81,2.0000,30.8088
Party Tray Bags,01/01/2019,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,01/01/2019,Office Supplies 5230,Case 5000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
French Bread 32 ct,01/08/2019,Bread 4311,ea,681.00,640.0,0,0,0,640.0,0,566.00,0.44,248.87,755.0000,248.8702
Wheat Sub -  9 Grain Roll,01/08/2019,Bread 4311,ea,88.00,64.0,0,0,0,64.0,0,80.00,0.57,45.40,72.0000,45.4
Wheat,01/08/2019,Bread 4311,ea,37.00,32.0,0,0,0,32.0,0,38.00,1.45,54.93,31.0000,54.9328
Buttermilk (0.5 gal),01/08/2019,Food 4312,Quart,0.00,0.0,0,0,0,0.0,0,0.00,1.60,0.00,0.0000,0.0
Buttermilk (0.5 gal),01/08/2019,Food 4312,0.5 gal,0.00,0.0,0,0,0,0.0,0,0.00,4.29,0.00,0.0000,0.0
Equal Sugar Substitute,01/08/2019,Food 4312,Case 2000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Kickin Ranch Dressing Mix,01/08/2019,Food 4312,Container 3.2oz,9.00,0.0,0,0,0,0.0,0,8.00,1.42,11.32,1.0000,11.3248
Pepper Jalapeno Slices,01/08/2019,Food 4312,gal,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,01/08/2019,Food 4312,Cup,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,01/08/2019,Food 4312,gal,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,01/08/2019,Food 4312,ea,1.10,0.0,0,0,0,0.0,0,1.10,8.35,9.19,0.0000,9.184999999999999
Avo Fresco,01/08/2019,Food 4312,Case,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Capicola,01/08/2019,Food 4312,lb,6.00,76.6,0,0,0,76.6,0,43.00,3.14,135.11,39.6000,135.106
Salami,01/08/2019,Food 4312,lb,37.00,34.95,0,0,0,34.95,0,41.50,2.93,121.64,30.4500,121.6407
Ham,01/08/2019,Food 4312,lb,86.50,88.75,0,0,0,88.75,0,76.00,1.94,147.68,99.2500,147.6756
Turkey,01/08/2019,Food 4312,lb,141.50,109.75,0,0,0,109.75,0,111.00,2.84,315.77,140.2500,315.7728
Beef,01/08/2019,Food 4312,lb,62.50,65.35,0,0,0,65.35,0,74.00,4.05,299.40,53.8500,299.404
BACON - SLI APPLWD SMKD CKD,01/08/2019,Food 4312,ea,931.00,600.0,0,0,0,600.0,0,773.00,0.24,187.22,758.0000,187.2206
Cheese,01/08/2019,Food 4312,lb,96.00,104.0,0,0,0,104.0,0,77.00,2.23,171.79,123.0000,171.78699999999998
Mayonnaise,01/08/2019,Food 4312,gal mayo,63.00,12.0,0,0,0,12.0,0,56.00,8.16,456.95,19.0000,456.9544
Oil,01/08/2019,Food 4312,gal oil,13.00,0.0,0,0,0,0.0,0,12.00,8.87,106.39,1.0000,106.392
Vinegar,01/08/2019,Food 4312,gal vinegar,10.00,0.0,0,0,0,0.0,0,9.00,3.89,34.97,1.0000,34.9659
Avocado,01/08/2019,Food 4312,avo can,10.00,12.0,0,0,0,12.0,0,10.00,3.33,33.34,12.0000,33.343
Peppers Cherry,01/08/2019,Food 4312,Gal Peppers,28.00,4.0,0,0,0,4.0,0,28.00,7.01,196.35,4.0000,196.3472
Mustard Dijon,01/08/2019,Food 4312,jar dijon,8.00,0.0,0,0,0,0.0,0,6.00,5.24,31.43,2.0000,31.425599999999996
MUSTARD WHL GRAIN ,01/08/2019,Food 4312,32 oz jar,6.00,0.0,0,0,0,0.0,0,8.00,5.84,46.71,-2.0000,46.7072
Soy Sauce,01/08/2019,Food 4312,gal soy,0.10,1.0,0,0,0,1.0,0,0.90,10.58,9.52,0.2000,9.522
Tuna Chunk - pouch,01/08/2019,Food 4312,Pouch tuna (48oz),6.00,0.0,0,0,0,0.0,0,1.00,8.49,8.49,5.0000,8.49
Pan Spray,01/08/2019,Food 4312,ea,5.00,0.0,0,0,0,0.0,0,2.00,2.78,5.56,3.0000,5.5626
Oregano,01/08/2019,Food 4312,cont oregano,1.10,0.0,0,0,0,0.0,0,1.10,24.88,27.37,0.0000,27.3701
Basil,01/08/2019,Food 4312,cont basil,1.10,0.0,0,0,0,0.0,0,1.10,6.00,6.60,0.0000,6.5958
Sugar,01/08/2019,Food 4312,lb,25.00,0.0,0,0,0,0.0,0,9.00,0.64,5.80,16.0000,5.7996
Mayo Packets,01/08/2019,Food 4312,Box 204,1.10,1.0,0,0,0,1.0,0,1.50,17.79,26.69,0.6000,26.685
Mustard Packets,01/08/2019,Food 4312,Box 500,1.10,0.0,0,0,0,0.0,0,1.50,5.88,8.82,-0.4000,8.82
Sweet n Low Packets,01/08/2019,Food 4312,Case  3000,0.00,0.0,0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,01/08/2019,Sides 4313,ea,294.00,72.0,0,0,0,72.0,0,239.00,0.35,83.05,127.0000,83.0525
Chip JJ Reg ,01/08/2019,Sides 4313,ea,254.00,120.0,0,0,0,120.0,0,227.00,0.35,79.95,147.0000,79.9494
Chip JJ BBQ ,01/08/2019,Sides 4313,ea,274.00,180.0,0,0,0,180.0,0,225.00,0.35,78.50,229.0000,78.5025
Chip JJ Jalapeno ,01/08/2019,Sides 4313,ea,227.00,180.0,0,0,0,180.0,0,237.00,0.35,82.76,170.0000,82.7604
Chip JJ S&V ,01/08/2019,Sides 4313,ea,217.00,180.0,0,0,0,180.0,0,210.00,0.35,73.48,187.0000,73.479
Chip JJ Skinny ,01/08/2019,Sides 4313,ea,100.00,60.0,0,0,0,60.0,0,130.00,0.41,53.50,30.0000,53.495
Cookie Oatmeal Raisin,01/08/2019,Sides 4313,ea,119.00,56.0,0,0,0,56.0,0,144.00,0.46,66.73,31.0000,66.7296
Cookie JJ Triple Choc Chip,01/08/2019,Sides 4313,ea,172.00,112.0,0,0,0,112.0,0,170.00,0.56,95.81,114.0000,95.812
CUP PLAS PRTN CLR 2 OZ  ,01/08/2019,Paper 4314,250 CT,0.00,0.0,0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
LID PLAS MED PRTN 2 OZ,01/08/2019,Paper 4314,125 CT,0.00,0.0,0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,01/08/2019,Paper 4314,Case 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Wilcopy Paper Copy 20# 92BRT 8-1/2x11,01/08/2019,Paper 4314,$,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,01/08/2019,Paper 4314,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),01/08/2019,Paper 4314,200 CT,12.00,0.0,0,0,0,0.0,0,1.00,1.88,1.88,11.0000,1.8799999999999997
CUP PLAS TRANS 12 OZ - Paper Cat,01/08/2019,Paper 4314,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,01/08/2019,Paper 4314,50 CT,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),01/08/2019,Paper 4314,Pack 567,5.50,0.0,0,0,0,0.0,0,2.00,3.05,6.10,3.5000,6.1
Napkins - Case 24 / Pack 284,01/08/2019,Paper 4314,Pack 284,0.00,24.0,0,0,0,24.0,0,0.00,1.43,0.00,24.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,01/08/2019,Paper 4314,100 CT,5.50,0.0,0,0,0,0.0,0,5.50,0.85,4.65,0.0000,4.6475
Cup 22oz JJ,01/08/2019,Paper 4314,ea,"1,352.00",1000.0,0,0,0,1000.0,0,"1,058.00",0.04,39.99,"1,294.0000",39.9924
Lid 22oz JJ,01/08/2019,Paper 4314,ea,"1,758.00",0.0,0,0,0,0.0,0,"1,186.00",0.01,12.81,572.0000,12.808800000000002
Cup 30oz JJ,01/08/2019,Paper 4314,ea,"1,423.00",0.0,0,0,0,0.0,0,"1,215.00",0.06,76.18,208.0000,76.1805
Lid 30oz JJ,01/08/2019,Paper 4314,ea,255.00,0.0,0,0,0,0.0,0,"1,053.00",0.01,5.27,-798.0000,5.265
Bags 8# JJ,01/08/2019,Paper 4314,Box 1000,0.50,1.0,0,0,0,1.0,0,0.80,29.90,23.92,0.7000,23.92
Wrap Sandwich,01/08/2019,Paper 4314,Box 1000,1.00,3.0,0,0,0,3.0,0,3.00,20.12,60.35,1.0000,60.3501
8X10 Port Pap. (WRAP PAPER DRY WAX),01/08/2019,Paper 4314,Box 500,3.00,0.0,0,0,0,0.0,0,8.00,2.64,21.15,-5.0000,21.1464
Straws,01/08/2019,Paper 4314,Box 300,0.00,0.0,0,0,0,0.0,0,0.00,1.64,0.00,0.0000,0.0
Straws_new (Box 300),01/08/2019,Paper 4314,Box 300,2.00,0.0,0,0,0,0.0,0,24.00,1.50,35.93,-22.0000,35.9328
Pan Liners,01/08/2019,Paper 4314,Box 1000,0.50,0.0,0,0,0,0.0,0,0.50,30.80,15.40,0.0000,15.4
Mylar (Film PVC roll),01/08/2019,Paper 4314,roll 5280,0.50,1.0,0,0,0,1.0,0,1.25,49.82,62.28,0.2500,62.2808
Cucumber,01/08/2019,Produce 4315,ea,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/08/2019,Produce 4315,24 Count,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/08/2019,Produce 4315,12 Packs,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/08/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/08/2019,Produce 4315,lb,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/08/2019,Produce 4315,Head Let,56.00,144.0,0,0,0,144.0,0,107.00,1.01,107.86,93.0000,107.856
Tomatoes,01/08/2019,Produce 4315,lb,37.00,175.0,0,0,0,175.0,0,90.00,0.97,87.63,122.0000,87.633
Onions (Yellow Jumbo),01/08/2019,Produce 4315,lb,11.00,50.0,0,0,0,50.0,0,38.00,0.30,11.40,23.0000,11.4
Sprouts,01/08/2019,Produce 4315,lb,0.50,4.0,0,0,0,4.0,0,1.10,5.97,6.57,3.4000,6.5725
Celery,01/08/2019,Produce 4315,stalk,16.00,0.0,0,0,0,0.0,0,9.00,1.13,10.17,7.0000,10.1691
Cucumbers,01/08/2019,Produce 4315,ea,16.00,25.0,0,0,0,25.0,0,28.00,0.61,17.08,13.0000,17.08
Syrup Coke,01/08/2019,Beverage 4316,gal,7.50,0.0,0,0,0,0.0,0,7.50,15.37,115.28,0.0000,115.275
Syrup Diet Coke,01/08/2019,Beverage 4316,gal,5.00,5.0,0,0,0,5.0,0,8.00,15.73,125.87,2.0000,125.8688
Syrup Sprite,01/08/2019,Beverage 4316,gal,5.00,0.0,0,0,0,0.0,0,4.50,15.37,69.17,0.5000,69.165
Syrup Lemonade Light,01/08/2019,Beverage 4316,gal,1.75,0.0,0,0,0,0.0,0,3.50,10.65,37.26,-1.7500,37.2607
Syrup Mello Yellow,01/08/2019,Beverage 4316,gal,1.25,0.0,0,0,0,0.0,0,3.00,16.02,48.06,-1.7500,48.06
Syrup Dr. Pepper,01/08/2019,Beverage 4316,gal,2.50,5.0,0,0,0,5.0,0,4.75,15.57,73.97,2.7500,73.9713
Syrup Diet Dr Pepper,01/08/2019,Beverage 4316,gal,0.00,0.0,0,0,0,0.0,0,0.00,13.97,0.00,0.0000,0.0
Syrup Cherry Coke,01/08/2019,Beverage 4316,gal,7.00,0.0,0,0,0,0.0,0,4.50,14.65,65.93,2.5000,65.925
Syrup Powerade,01/08/2019,Beverage 4316,gal,2.25,0.0,0,0,0,0.0,0,3.00,16.01,48.04,-0.7500,48.0444
Tea Bag Brew Lipton,01/08/2019,Beverage 4316,ea,10.00,24.0,0,0,0,24.0,0,15.00,0.95,14.26,19.0000,14.259
Water (bottle),01/08/2019,Beverage 4316,bottle,44.00,24.0,0,0,0,24.0,0,79.00,0.28,22.06,-11.0000,22.0568
Box - Mini Jimmy 12 CT Sandwich,01/08/2019,Catering 4320,each,21.00,0.0,0,0,0,0.0,0,20.00,0.91,18.25,1.0000,18.246
Box - Mini Jimmy 24 CT Sandwich,01/08/2019,Catering 4320,each,25.00,0.0,0,0,0,0.0,0,23.00,1.61,36.94,2.0000,36.9403
Box w/window - Jimmy 6 pk Cookie,01/08/2019,Catering 4320,each,1.00,0.0,0,0,0,0.0,0,0.50,0.25,0.13,0.5000,0.1266
Paper Bag - Mini Jimmy Sandwich,01/08/2019,Catering 4320,Case 500,0.50,0.0,0,0,0,0.0,0,0.75,16.10,12.08,-0.2500,12.075
Pickle Container - clear plastic w/lid & label,01/08/2019,Catering 4320,each,3.00,0.0,0,0,0,0.0,0,0.00,0.19,0.00,3.0000,0.0
Plastic Knives,01/08/2019,Catering 4320,Box 1000,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0
JJ Lunch Box,01/08/2019,Catering 4320,ea,166.00,0.0,0,0,0,0.0,0,167.00,0.31,51.97,-1.0000,51.9704
"Tray Cater Cmbo 12"" w / dome lid",01/08/2019,Catering 4320,each,14.00,0.0,0,0,0,0.0,0,9.00,0.93,8.33,5.0000,8.3349
"Tray Cater Cmbo 16"" w / dome lid",01/08/2019,Catering 4320,each,18.00,0.0,0,0,0,0.0,0,13.00,1.71,22.25,5.0000,22.2508
Party Tray Bags,01/08/2019,Catering 4320,ea,0.00,0.0,0,0,0,0.0,0,0.00,0.79,0.00,0.0000,0.0
