week_ending_date,Sales Item,Revenue_USD,Quantity Sold,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14
01/05/2016,Cookie,219.42,142.0,11.13,27.03,9.54,11.13,19.08,11.13,20.67,7.95,25.44,9.54,14.31,27.03,17.49,7.95
01/05/2016,Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,Box Lunch,36.96,4.0,0.00,0.00,36.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,Platters,453.90,10.0,0.00,0.00,0.00,199.96,0.00,0.00,0.00,0.00,126.97,0.00,49.99,0.00,76.98,0.00
01/05/2016,Delivery Fee,491.43,301.0,81.59,30.87,60.65,7.96,29.29,18.96,37.06,13.92,21.95,20.90,49.17,20.87,76.84,21.40
01/05/2016,Other,0.00,129.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,Modifiers,211.31,2759.0,19.80,5.50,24.85,12.05,31.45,-0.35,21.59,2.45,13.55,14.35,24.03,9.35,13.64,19.05
01/05/2016,Total of Above,"13,591.03",0.0,"1,402.20",700.15,"1,541.02",672.56,931.17,662.11,995.22,488.00,"1,183.63",682.60,"1,341.61",763.36,"1,601.90",625.50
01/05/2016,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,= Adjusted Sales,"13,591.03",0.0,"1,402.20",700.15,"1,541.02",672.56,931.17,662.11,995.22,488.00,"1,183.63",682.60,"1,341.61",763.36,"1,601.90",625.50
01/05/2016,- Net Employee Freebies,143.92,0.0,9.27,0.00,0.00,0.00,9.27,25.81,0.00,29.91,7.27,28.11,9.07,16.14,0.00,9.07
01/05/2016,- Net Manager Freebies,120.12,0.0,9.27,0.00,0.00,20.99,9.27,8.87,9.27,10.02,11.02,8.07,9.97,9.07,3.28,11.02
01/05/2016,- Sampling,154.69,0.0,0.00,0.00,0.00,0.00,99.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.89,0.00
01/05/2016,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,- Other Promo,14.93,0.0,6.94,7.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,= Royalty Sales,"13,157.37",0.0,"1,376.72",692.16,"1,541.02",651.57,812.83,627.43,985.95,448.07,"1,165.34",646.42,"1,322.57",738.15,"1,543.73",605.41
01/05/2016,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,+ Sales Tax,"1,044.45",0.0,106.77,54.52,122.12,53.07,64.61,50.21,78.26,35.81,94.26,51.57,105.05,59.16,120.92,48.12
01/05/2016,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,- Cash Payouts,334.75,0.0,35.32,39.67,22.00,24.66,11.22,20.55,16.38,23.64,8.59,24.47,17.12,33.74,16.01,41.38
01/05/2016,- A/R Due,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,+ A/R Paid,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,+ A/R Drivers,0.00,0.0,-103.17,103.17,-25.66,25.66,-21.27,21.27,-89.33,89.33,-22.92,22.92,-35.15,35.15,-154.15,154.15
01/05/2016,- A/R Due CC (InShop) V/MC/D,"6,346.18",0.0,487.67,318.20,832.78,444.27,350.32,375.95,434.92,282.04,706.51,335.68,509.29,423.46,520.94,324.15
01/05/2016,- A/R Due CC (InShop) Amex,360.10,0.0,37.36,48.92,11.45,21.36,22.36,11.77,18.01,13.72,25.57,16.21,117.40,0.00,15.97,0.00
01/05/2016,- A/R Due CC (MOTO) V/MC/D,"1,259.85",0.0,245.75,76.05,202.72,15.81,39.68,72.91,28.91,37.62,105.42,66.59,110.21,53.75,173.46,30.97
01/05/2016,- A/R Due CC (MOTO) Amex,10.00,0.0,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,- A/R Due CC (ONLINE) V/MC/D,"2,635.89",0.0,191.49,221.12,239.62,59.23,195.39,97.94,254.24,112.84,199.78,80.18,273.56,185.33,389.41,135.76
01/05/2016,- A/R Due CC (ONLINE) Amex,351.41,0.0,78.82,0.00,0.00,0.00,66.48,0.00,39.94,0.00,9.48,25.20,32.43,0.00,99.06,0.00
01/05/2016,- Other Payment Types,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,+ Gift Cards Issued,110.00,0.0,0.00,25.00,25.00,20.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,- Gift Cards Redeemed,59.26,0.0,0.00,0.00,0.00,7.99,0.00,20.72,0.00,0.00,10.00,0.00,20.55,0.00,0.00,0.00
01/05/2016,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,= Expected Deposit,"2,954.38",0.0,303.91,170.89,353.91,176.98,160.72,139.07,182.48,103.35,171.33,172.58,311.91,136.18,295.65,275.42
01/05/2016,Total Deposit,"3,097.00",0.0,445.00,170.00,354.00,178.00,161.00,139.00,182.00,104.00,171.00,172.00,312.00,136.00,296.00,277.00
01/05/2016,Cash Over/(Under),142.62,0.0,141.09,-0.89,0.09,1.02,0.28,-0.07,-0.48,0.65,-0.33,-0.58,0.09,-0.18,0.35,1.58
01/05/2016,# Of Sales,"1,128.00",0.0,123.00,65.00,115.00,40.00,66.00,55.00,86.00,44.00,92.00,60.00,120.00,70.00,136.00,56.00
01/05/2016,# Of Checks,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,Shift Manager - Name,0,0.0,Timmy,Ryan,Timmy,Ryan,Timmy,Sarah,Alec,Alec,Ryan,Alec,Ryan,Alec,Ryan,Ryan
01/05/2016,Labor $,"4,523.21",0.0,404.66,316.60,410.02,283.55,347.72,228.78,374.25,255.52,270.51,249.04,362.25,262.89,457.16,300.24
01/05/2016,Labor %,33.28,0.0,28.86,45.22,26.61,42.16,37.34,34.55,37.61,52.36,22.85,36.48,27.00,34.44,28.54,48.00
01/05/2016,Labor OverTime $,9.90,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/05/2016,Total Online Orders,"2,941.83",0.0,303.43,205.09,221.04,49.73,238.37,82.05,277.08,104.79,186.79,129.38,264.39,169.22,562.41,148.06
01/05/2016,Online Cash,349.70,0.0,81.29,7.48,19.20,0.00,0.00,3.00,21.74,8.98,0.00,35.00,9.62,8.98,124.98,29.43
01/05/2016,PDQ/Mx Sales Check,"14,201.81",0.0,0.01,"2,230.16",0.00,"2,367.78",0.00,"1,555.08",0.00,"1,548.09",0.00,"1,957.59",0.00,"2,224.93",0.00,"2,318.18"
01/05/2016,PDQ/Mx Tax Check,"1,044.45",0.0,0.00,161.29,0.00,175.19,0.00,114.82,0.00,114.07,0.00,145.83,0.00,164.21,0.00,169.04
01/05/2016,Gift Cards Total,-50.74,0.0,0.00,-25.00,-25.00,-12.01,0.00,-19.28,0.00,0.00,10.00,0.00,20.55,0.00,0.00,0.00
01/12/2016,IN-Sub,"4,551.64",936.0,179.63,213.55,256.47,205.56,306.38,207.57,451.05,202.58,230.52,90.81,796.39,151.67,"1,034.92",224.54
01/12/2016,IN-Club,"3,973.50",650.0,273.55,331.47,259.57,303.51,333.45,249.60,387.37,315.49,301.50,151.75,329.46,257.57,265.56,213.65
01/12/2016,IN-Pop,988.77,571.0,61.55,57.17,103.40,60.21,106.89,52.74,126.32,49.22,80.34,31.62,87.05,40.47,71.29,60.50
01/12/2016,IN-Side,907.48,701.0,62.55,68.11,84.79,62.55,72.28,45.87,95.91,59.77,61.16,30.58,122.13,38.92,51.43,51.43
01/12/2016,DEL-Sub,"1,255.42",258.0,131.73,28.94,144.70,29.94,196.60,66.86,125.74,57.88,64.86,57.88,123.75,24.95,171.65,29.94
01/12/2016,DEL-Club,"1,493.58",242.0,181.71,61.90,181.70,141.77,115.81,41.93,199.68,29.95,69.89,69.89,165.73,61.90,93.85,77.87
01/12/2016,DEL-Pop,266.59,149.0,23.57,12.78,24.86,3.78,36.55,3.58,38.29,11.34,21.88,11.14,35.46,9.05,30.73,3.58
01/12/2016,DEL-Side,430.90,310.0,43.09,9.73,62.55,20.85,62.55,13.90,54.21,13.90,22.24,20.85,40.31,4.17,45.87,16.68
01/12/2016,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Day Old Bread,7.00,14.0,0.00,0.00,1.00,0.00,0.00,1.00,3.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Fresh Bread,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Cookie,209.88,139.0,15.90,11.13,27.03,9.54,25.44,12.72,20.67,23.85,15.90,6.36,20.67,6.36,1.59,12.72
01/12/2016,Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Box Lunch,69.93,7.0,0.00,0.00,0.00,69.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Platters,349.93,7.0,0.00,199.96,0.00,0.00,0.00,0.00,49.99,0.00,0.00,0.00,99.98,0.00,0.00,0.00
01/12/2016,Delivery Fee,498.01,342.0,55.70,15.92,60.28,28.82,58.69,20.90,57.69,16.94,24.89,22.82,51.77,14.99,49.74,18.86
01/12/2016,Other,0.00,113.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Modifiers,310.84,2799.0,28.00,17.55,27.14,27.65,17.65,16.50,17.85,14.80,27.10,28.20,35.75,14.40,23.55,14.70
01/12/2016,Total of Above,"15,313.47",0.0,"1,056.98","1,028.21","1,233.49",964.11,"1,332.29",733.17,"1,628.27",797.22,920.28,521.90,"1,908.45",624.45,"1,840.18",724.47
01/12/2016,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,= Adjusted Sales,"15,313.47",0.0,"1,056.98","1,028.21","1,233.49",964.11,"1,332.29",733.17,"1,628.27",797.22,920.28,521.90,"1,908.45",624.45,"1,840.18",724.47
01/12/2016,- Net Employee Freebies,171.64,0.0,18.54,0.00,18.54,9.07,19.44,16.74,7.07,19.94,16.65,18.14,0.00,0.00,18.54,8.97
01/12/2016,- Net Manager Freebies,107.08,0.0,9.27,11.02,9.27,11.02,0.00,7.87,0.00,6.53,11.02,9.07,20.99,0.00,0.00,11.02
01/12/2016,- Sampling,"1,677.09",0.0,0.00,199.96,0.00,0.00,0.00,0.00,49.99,0.00,0.00,0.00,548.90,0.00,878.24,0.00
01/12/2016,- Waste,20.96,0.0,0.00,0.00,0.00,0.00,10.98,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99
01/12/2016,- Other Promo,14.26,0.0,0.00,0.00,0.00,0.00,4.99,0.00,0.00,0.00,0.00,0.00,0.00,9.27,0.00,0.00
01/12/2016,= Royalty Sales,"13,322.44",0.0,"1,029.17",817.23,"1,205.68",944.02,"1,296.88",703.57,"1,571.21",770.75,892.61,494.69,"1,338.56",615.18,943.40,699.49
01/12/2016,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,+ Sales Tax,"1,057.77",0.0,80.29,66.09,94.51,75.53,102.12,56.30,124.87,62.14,71.58,38.94,106.09,49.46,73.68,56.17
01/12/2016,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,- Cash Payouts,368.29,0.0,30.04,26.73,24.21,37.96,25.45,31.09,23.38,23.34,10.32,29.83,7.45,44.09,29.29,25.11
01/12/2016,- A/R Due,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,+ A/R Paid,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,+ A/R Drivers,0.00,0.0,-5.87,5.87,-33.81,33.81,-89.62,89.62,-23.13,23.13,-25.68,25.68,-67.43,67.43,-15.92,15.92
01/12/2016,- A/R Due CC (InShop) V/MC/D,"5,934.07",0.0,295.70,582.91,413.76,442.75,590.95,302.76,758.50,310.37,591.16,213.27,460.64,239.57,384.89,346.84
01/12/2016,- A/R Due CC (InShop) Amex,307.37,0.0,32.28,5.40,26.11,0.00,31.63,35.16,50.71,8.52,0.00,19.45,13.92,33.15,24.29,26.75
01/12/2016,- A/R Due CC (MOTO) V/MC/D,"1,079.15",0.0,68.15,58.67,144.76,90.63,113.06,34.43,143.50,28.97,15.72,69.39,96.60,63.67,87.91,63.69
01/12/2016,- A/R Due CC (MOTO) Amex,19.96,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.96
01/12/2016,- A/R Due CC (ONLINE) V/MC/D,"3,265.99",0.0,343.03,105.65,374.89,138.70,319.37,100.12,353.70,186.12,221.66,135.47,568.05,73.90,290.44,54.89
01/12/2016,- A/R Due CC (ONLINE) Amex,272.56,0.0,40.88,0.00,61.00,86.52,16.31,17.30,0.00,0.00,0.00,12.01,24.96,0.00,13.58,0.00
01/12/2016,- Other Payment Types,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,+ Gift Cards Issued,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,- Gift Cards Redeemed,33.95,0.0,10.15,0.00,10.90,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,10.46
01/12/2016,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,= Expected Deposit,"3,098.87",0.0,283.36,109.83,210.75,256.80,212.61,328.63,343.16,298.70,99.65,77.45,205.60,277.69,170.76,223.88
01/12/2016,Total Deposit,"3,095.00",0.0,283.00,110.00,212.00,256.00,213.00,328.00,341.00,298.00,100.00,79.00,204.00,278.00,169.00,224.00
01/12/2016,Cash Over/(Under),-3.87,0.0,-0.36,0.17,1.25,-0.80,0.39,-0.63,-2.16,-0.70,0.35,1.55,-1.60,0.31,-1.76,0.12
01/12/2016,# Of Sales,"1,230.00",0.0,105.00,70.00,123.00,71.00,129.00,66.00,126.00,70.00,68.00,42.00,121.00,65.00,111.00,63.00
01/12/2016,# Of Checks,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Shift Manager - Name,0,0.0,Timmy,Ryan,Timmy,Ryan,Timmy,Sarah,Timmy,Alec,Ryan,Alec,Ryan,Alec,Timmy,Ryan
01/12/2016,Labor $,"4,678.47",0.0,386.20,290.45,396.94,310.63,426.44,282.82,430.53,245.53,269.49,239.85,372.53,274.49,473.72,278.83
01/12/2016,Labor %,30.55,0.0,36.54,28.25,32.18,32.22,32.01,38.58,26.44,30.80,29.28,45.96,19.52,43.96,25.74,38.49
01/12/2016,Labor OverTime $,5.52,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/12/2016,Total Online Orders,"3,306.34",0.0,365.85,125.86,369.24,221.67,291.22,104.87,327.19,172.35,192.84,147.41,545.88,85.20,291.96,64.80
01/12/2016,Online Cash,213.41,0.0,42.10,36.33,0.00,16.46,11.03,0.01,9.65,0.00,0.00,18.93,15.38,18.51,25.33,19.68
01/12/2016,PDQ/Mx Sales Check,"14,380.19",0.0,0.00,"1,992.78",0.00,"2,319.74",0.00,"2,158.87",0.00,"2,528.97",0.00,"1,497.82",0.02,"2,109.27",0.00,"1,772.74"
01/12/2016,PDQ/Mx Tax Check,"1,057.77",0.0,0.00,146.38,0.00,170.04,0.00,158.42,0.00,187.01,0.00,110.52,0.00,155.55,0.00,129.85
01/12/2016,Gift Cards Total,33.95,0.0,10.15,0.00,10.90,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,10.46
01/19/2016,IN-Sub,"5,514.66",1134.0,"1,288.40",190.58,"1,136.72",191.60,608.76,173.64,381.18,152.68,264.45,211.56,277.42,167.65,269.44,200.58
01/19/2016,IN-Club,"4,119.27",673.0,379.37,223.63,255.58,247.59,397.36,239.61,467.23,263.57,273.55,213.66,421.32,149.76,309.49,277.55
01/19/2016,IN-Pop,"1,107.59",645.0,111.16,36.64,94.06,38.53,129.37,63.04,141.78,59.51,83.52,53.59,99.73,30.82,98.93,66.91
01/19/2016,IN-Side,966.05,719.0,100.08,34.75,69.50,44.48,93.13,59.77,119.54,41.70,82.01,76.45,72.28,36.14,70.89,65.33
01/19/2016,DEL-Sub,"1,565.80",320.0,119.76,82.83,195.60,48.90,207.58,92.81,173.64,105.78,87.82,65.86,148.70,26.94,149.70,59.88
01/19/2016,DEL-Club,"1,647.35",265.0,135.78,79.87,161.74,69.89,211.67,91.85,135.79,115.81,117.81,87.86,253.59,29.95,107.82,47.92
01/19/2016,DEL-Pop,240.43,133.0,31.53,12.63,21.88,5.27,29.04,12.43,23.77,16.21,19.99,18.10,13.18,5.47,23.57,7.36
01/19/2016,DEL-Side,533.76,490.0,65.33,18.07,48.65,13.90,58.38,22.24,63.94,41.70,37.53,19.46,72.28,9.73,44.48,18.07
01/19/2016,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,Day Old Bread,13.50,27.0,3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.50,0.50,0.00,5.00,2.00,0.00,0.50
01/19/2016,Fresh Bread,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,Cookie,259.17,218.0,15.90,11.13,19.08,6.36,22.26,11.13,36.57,17.49,23.85,20.67,42.93,7.95,15.90,7.95
01/19/2016,Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,Box Lunch,485.45,55.0,0.00,0.00,0.00,0.00,431.52,0.00,0.00,0.00,0.00,0.00,53.93,0.00,0.00,0.00
01/19/2016,Platters,99.98,2.0,49.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.99,0.00
01/19/2016,Delivery Fee,646.26,370.0,47.82,29.87,65.65,20.90,137.14,33.84,56.58,40.79,36.76,27.88,70.54,10.91,47.70,19.88
01/19/2016,Other,0.00,104.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,Modifiers,362.60,3080.0,19.75,24.95,37.10,17.80,37.30,24.75,43.40,10.40,16.20,18.50,31.05,18.15,39.90,23.35
01/19/2016,Total of Above,"17,561.87",0.0,"2,367.87",745.95,"2,105.56",705.22,"2,364.51",825.11,"1,643.42",866.14,"1,043.99",813.59,"1,561.95",495.47,"1,227.81",795.28
01/19/2016,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,= Adjusted Sales,"17,561.87",0.0,"2,367.87",745.95,"2,105.56",705.22,"2,364.51",825.11,"1,643.42",866.14,"1,043.99",813.59,"1,561.95",495.47,"1,227.81",795.28
01/19/2016,- Net Employee Freebies,145.32,0.0,18.54,0.00,0.00,0.00,19.44,16.74,0.00,18.14,9.07,26.21,9.97,18.14,0.00,9.07
01/19/2016,- Net Manager Freebies,117.65,0.0,9.27,11.02,0.00,0.00,0.00,17.60,9.27,9.07,0.00,22.04,11.02,9.07,8.27,11.02
01/19/2016,- Sampling,"2,250.49",0.0,988.02,0.00,878.24,0.00,329.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.89,0.00
01/19/2016,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,- Other Promo,129.21,0.0,0.00,0.00,0.00,0.00,98.28,0.00,0.00,21.05,0.00,0.00,3.99,0.00,5.89,0.00
01/19/2016,= Royalty Sales,"14,919.20",0.0,"1,352.04",734.93,"1,227.32",705.22,"1,917.45",790.77,"1,634.15",817.88,"1,034.92",765.34,"1,536.97",468.26,"1,158.76",775.19
01/19/2016,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,+ Sales Tax,"1,148.85",0.0,107.62,58.15,95.83,56.43,118.39,62.44,130.18,64.04,82.39,60.83,120.97,37.71,91.61,62.26
01/19/2016,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,- Cash Payouts,413.70,0.0,22.98,28.44,24.81,39.65,24.74,50.51,11.18,49.83,10.38,31.29,28.83,33.91,27.32,29.83
01/19/2016,- A/R Due,149.78,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.78,0.00,0.00,0.00
01/19/2016,+ A/R Paid,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,+ A/R Drivers,0.00,0.0,28.01,-28.01,-19.38,19.38,-21.12,21.12,-100.77,100.77,-44.11,44.11,-31.61,31.61,7.90,-7.90
01/19/2016,- A/R Due CC (InShop) V/MC/D,"6,739.26",0.0,487.26,418.86,471.50,314.88,651.47,442.21,880.83,260.36,516.33,379.61,754.68,236.83,462.58,461.86
01/19/2016,- A/R Due CC (InShop) Amex,581.30,0.0,86.28,8.74,35.92,96.13,77.99,0.00,64.85,20.62,21.36,42.72,31.42,0.00,95.27,0.00
01/19/2016,- A/R Due CC (MOTO) V/MC/D,"1,855.64",0.0,214.18,26.40,168.36,27.96,690.61,103.99,78.51,10.48,145.68,48.18,123.95,0.00,166.95,50.39
01/19/2016,- A/R Due CC (MOTO) Amex,100.62,0.0,40.33,0.00,26.00,0.00,0.00,0.00,0.00,17.80,0.00,8.45,8.04,0.00,0.00,0.00
01/19/2016,- A/R Due CC (ONLINE) V/MC/D,"3,049.17",0.0,328.34,166.56,307.74,172.85,371.17,150.73,351.27,190.61,170.85,112.80,339.11,113.10,212.94,61.10
01/19/2016,- A/R Due CC (ONLINE) Amex,255.53,0.0,24.96,0.00,39.34,0.00,0.00,29.33,46.47,20.49,0.00,70.21,0.00,0.00,0.00,24.73
01/19/2016,- Other Payment Types,16.30,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,0.00,7.99
01/19/2016,+ Gift Cards Issued,45.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00
01/19/2016,- Gift Cards Redeemed,96.57,0.0,0.00,0.00,32.39,0.00,0.00,0.00,44.69,0.00,0.00,0.00,9.49,0.00,10.00,0.00
01/19/2016,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/19/2016,= Expected Deposit,"2,855.18",0.0,283.34,116.07,197.71,129.56,198.74,97.56,185.76,412.50,208.60,177.02,226.03,145.43,283.21,193.65
01/19/2016,Total Deposit,"2,857.00",0.0,283.00,116.00,198.00,130.00,200.00,98.00,186.00,413.00,208.00,178.00,224.00,145.00,284.00,194.00
