week_ending_date,Sales Item,Revenue_USD,Quantity Sold,Wed - 1,Wed - 2,Thu - 3,Thu - 4,Fri - 5,Fri - 6,Sat - 7,Sat - 8,Sun - 9,Sun - 10,Mon - 11,Mon - 12,Tue - 13,Tue - 14
01/06/2015,Modifiers,352.70,2283.0,37.76,20.20,11.34,17.24,29.78,8.24,39.64,33.70,23.70,15.80,40.20,16.00,36.60,22.50
01/06/2015,Total of Above,"11,514.55",0.0,"1,186.68",436.81,546.76,488.27,908.40,610.95,"1,352.94",879.56,874.15,556.23,959.46,742.32,"1,218.90",753.12
01/06/2015,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,= Adjusted Sales,"11,514.55",0.0,"1,186.68",436.81,546.76,488.27,908.40,610.95,"1,352.94",879.56,874.15,556.23,959.46,742.32,"1,218.90",753.12
01/06/2015,- Net Employee Freebies,79.51,0.0,17.78,0.00,8.89,0.00,8.69,0.00,8.89,8.69,0.00,8.89,8.89,0.00,0.00,8.79
01/06/2015,- Net Manager Freebies,109.99,0.0,10.69,0.00,20.48,0.00,18.38,0.00,0.00,10.59,9.79,7.89,11.69,0.00,20.48,0.00
01/06/2015,- Sampling,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,- Other Promo,11.21,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56,0.00,7.65
01/06/2015,= Royalty Sales,"11,313.84",0.0,"1,158.21",436.81,517.39,488.27,881.33,610.95,"1,344.05",860.28,864.36,539.45,938.88,738.76,"1,198.42",736.68
01/06/2015,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,+ Sales Tax,866.37,0.0,90.48,35.25,41.04,39.21,69.90,48.79,71.84,68.27,70.56,43.22,74.31,59.74,94.35,59.41
01/06/2015,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,- Cash Payouts,326.69,0.0,26.88,24.78,21.42,14.02,12.12,40.05,0.00,49.32,3.60,18.90,11.65,48.90,24.46,30.59
01/06/2015,- A/R Due,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,+ A/R Paid,21.33,0.0,0.00,21.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,+ A/R Drivers,0.00,0.0,-19.75,19.75,-40.35,40.35,-94.04,94.04,-64.81,64.81,-38.00,38.00,-122.50,122.50,-64.25,64.25
01/06/2015,- A/R Due CC (InShop) V/MC/D,"5,701.38",0.0,531.65,290.96,251.53,248.58,357.13,273.68,570.96,376.07,596.52,325.24,404.34,540.54,539.47,394.71
01/06/2015,- A/R Due CC (InShop) Amex,271.16,0.0,6.22,13.50,0.00,15.31,39.86,26.01,33.88,0.00,94.59,20.77,0.00,9.19,11.83,0.00
01/06/2015,- A/R Due CC (MOTO) V/MC/D,"1,456.39",0.0,186.44,21.25,26.50,41.50,81.50,8.75,450.45,92.25,10.00,59.00,87.75,95.50,223.50,72.00
01/06/2015,- A/R Due CC (MOTO) Amex,45.75,0.0,32.25,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,- A/R Due CC (ONLINE) V/MC/D,"1,792.24",0.0,224.25,64.90,165.20,158.56,156.45,179.40,90.91,169.90,33.75,92.56,195.77,5.00,195.92,59.67
01/06/2015,- A/R Due CC (ONLINE) Amex,165.50,0.0,19.50,0.00,0.00,19.00,26.50,0.00,30.00,28.00,25.50,0.00,9.25,0.00,0.00,7.75
01/06/2015,- Other Payment Types,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,+ Gift Cards Issued,10.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,- Gift Cards Redeemed,160.69,0.0,15.41,0.00,25.00,0.00,50.00,8.16,0.00,0.00,0.00,0.00,0.00,6.22,29.28,26.62
01/06/2015,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,= Expected Deposit,"2,291.74",0.0,186.34,97.75,28.43,70.86,120.13,217.73,174.88,287.82,132.96,104.20,181.93,215.65,204.06,269.00
01/06/2015,Total Deposit,"2,295.00",0.0,187.00,98.00,28.00,72.00,120.00,218.00,175.00,287.00,134.00,105.00,181.00,216.00,205.00,269.00
01/06/2015,Cash Over/(Under),3.26,0.0,0.66,0.25,-0.43,1.14,-0.13,0.27,0.12,-0.82,1.04,0.80,-0.93,0.35,0.94,0.00
01/06/2015,# Of Sales,"1,002.00",0.0,102.00,35.00,53.00,42.00,91.00,57.00,71.00,70.00,68.00,47.00,104.00,80.00,110.00,72.00
01/06/2015,# Of Checks,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,Shift Manager - Name,0,0.0,Deames,Timmy,Deames,Timmy,Deames,erika,Deames,Ryan,Timmy,erika,Timmy,Ryan,Deames,Timmy
01/06/2015,Labor $,"4,514.37",0.0,391.04,275.15,383.62,234.42,428.33,250.56,333.88,317.08,298.56,235.28,356.91,290.59,425.68,293.28
01/06/2015,Labor %,39.21,0.0,32.95,62.99,70.16,48.01,47.15,41.01,24.68,36.05,34.15,42.30,37.20,39.15,34.92,38.94
01/06/2015,Labor OverTime $,44.21,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/06/2015,Total Online Orders,"1,980.48",0.0,290.00,60.77,158.96,156.63,177.41,162.45,106.91,182.65,78.06,76.56,182.54,31.75,220.17,95.62
01/06/2015,Online Cash,274.97,0.0,82.75,0.87,20.81,0.82,25.66,0.80,0.00,9.75,23.81,0.00,0.00,27.25,48.25,34.20
01/06/2015,PDQ/Mx Sales Check,"12,180.18",0.0,0.00,"1,720.75",0.00,"1,085.91",0.02,"1,610.95",0.00,"2,344.44",0.00,"1,517.59",0.01,"1,811.68",0.00,"2,088.86"
01/06/2015,PDQ/Mx Tax Check,866.37,0.0,0.00,125.73,0.00,80.25,0.00,118.69,0.00,140.11,0.00,113.78,0.00,134.05,0.00,153.76
01/06/2015,Gift Cards Total,150.69,0.0,15.41,0.00,25.00,0.00,50.00,8.16,0.00,-10.00,0.00,0.00,0.00,6.22,29.28,26.62
01/13/2015,IN-Sub,"2,205.25",483.0,135.75,115.50,186.75,104.25,149.00,167.75,260.50,87.25,143.00,99.75,235.25,157.25,183.00,180.25
01/13/2015,IN-Club,"2,888.25",495.0,211.00,253.25,255.00,163.00,274.25,130.50,328.00,109.25,168.75,126.50,232.00,180.50,249.25,207.00
01/13/2015,IN-Pop,701.63,432.0,56.06,61.43,75.14,35.98,59.74,28.43,93.92,17.84,29.42,30.22,60.43,35.14,74.15,43.73
01/13/2015,IN-Side,664.50,515.0,33.75,45.90,49.95,40.50,72.90,29.70,97.20,16.20,42.15,32.40,55.35,33.75,62.10,52.65
01/13/2015,DEL-Sub,"1,264.75",273.0,81.50,66.50,145.25,80.50,94.00,21.75,304.00,36.00,86.25,31.25,108.25,25.50,139.50,44.50
01/13/2015,DEL-Club,"1,411.75",241.0,155.25,42.25,178.50,65.25,134.25,82.50,97.75,51.75,92.00,34.50,165.00,73.00,149.50,90.25
01/13/2015,DEL-Pop,207.13,121.0,20.28,4.97,24.46,15.81,22.77,3.29,13.83,7.16,15.42,1.79,31.62,10.44,26.94,8.35
01/13/2015,DEL-Side,418.50,330.0,28.35,24.30,63.45,17.55,31.05,10.80,87.75,10.80,24.30,10.80,33.75,10.80,40.50,24.30
01/13/2015,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Day Old Bread,25.00,50.0,0.00,0.00,8.50,3.50,1.50,2.50,1.50,1.00,4.00,0.00,0.50,0.00,0.00,2.00
01/13/2015,Fresh Bread,2.00,1.0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Cookie,153.00,102.0,6.00,16.50,10.50,16.50,10.50,4.50,13.50,7.50,0.00,9.00,10.50,18.00,10.50,19.50
01/13/2015,Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Box Lunch,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Platters,280.93,7.0,0.00,0.00,0.00,0.00,103.97,0.00,0.00,0.00,26.99,0.00,0.00,0.00,149.97,0.00
01/13/2015,Delivery Fee,426.90,298.0,35.12,19.54,53.32,25.75,35.98,15.41,52.23,15.14,26.92,10.09,44.29,19.47,50.19,23.45
01/13/2015,Other,0.00,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Modifiers,318.37,2319.0,12.90,29.80,29.89,17.78,27.60,19.70,30.50,20.20,8.50,10.60,26.80,29.20,34.30,20.60
01/13/2015,Total of Above,"10,967.96",0.0,775.96,679.94,"1,080.71",586.37,"1,017.51",516.83,"1,382.68",380.09,667.70,396.90,"1,003.74",593.05,"1,169.90",716.58
01/13/2015,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,= Adjusted Sales,"10,967.96",0.0,775.96,679.94,"1,080.71",586.37,"1,017.51",516.83,"1,382.68",380.09,667.70,396.90,"1,003.74",593.05,"1,169.90",716.58
01/13/2015,- Net Employee Freebies,53.14,0.0,0.00,17.78,0.00,0.00,0.00,0.00,8.69,0.00,8.89,0.00,8.89,0.00,8.89,0.00
01/13/2015,- Net Manager Freebies,86.71,0.0,0.00,10.79,0.00,0.00,18.58,0.00,0.00,10.59,16.58,0.00,9.79,10.59,9.79,0.00
01/13/2015,- Sampling,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,- Other Promo,61.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,= Royalty Sales,"10,767.11",0.0,775.96,651.37,"1,080.71",586.37,998.93,516.83,"1,312.99",369.50,642.23,396.90,985.06,582.46,"1,151.22",716.58
01/13/2015,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,+ Sales Tax,832.43,0.0,61.06,52.11,84.72,46.22,79.37,41.33,83.84,29.21,50.75,31.89,77.56,46.41,90.80,57.16
01/13/2015,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,- Cash Payouts,347.14,0.0,25.02,21.35,12.28,44.93,25.66,28.04,11.92,24.52,11.59,20.79,28.44,31.46,31.13,30.01
01/13/2015,- A/R Due,269.87,0.0,0.00,0.00,0.00,0.00,0.00,0.00,269.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,+ A/R Paid,269.87,0.0,0.00,0.00,0.00,0.00,0.00,0.00,269.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,+ A/R Drivers,0.00,0.0,-33.20,33.20,-93.50,93.50,-23.75,23.75,-96.33,96.33,-69.45,69.45,-37.00,37.00,-53.30,53.30
01/13/2015,- A/R Due CC (InShop) V/MC/D,"4,612.08",0.0,235.09,441.69,372.10,304.30,519.99,276.79,504.00,191.42,279.67,241.61,341.52,233.44,295.99,374.47
01/13/2015,- A/R Due CC (InShop) Amex,337.29,0.0,43.79,0.00,29.20,0.00,15.25,22.03,61.89,7.58,23.82,0.00,35.78,26.05,62.71,9.19
01/13/2015,- A/R Due CC (MOTO) V/MC/D,"1,340.61",0.0,206.00,90.50,108.75,80.50,123.00,87.78,96.14,0.00,106.00,0.00,161.50,53.00,153.69,73.75
01/13/2015,- A/R Due CC (MOTO) Amex,193.84,0.0,0.00,0.00,0.00,0.00,0.00,0.00,18.50,0.00,0.00,0.00,0.00,0.00,175.34,0.00
01/13/2015,- A/R Due CC (ONLINE) V/MC/D,"2,006.47",0.0,125.72,87.25,286.38,126.45,185.86,79.81,135.89,92.75,48.55,134.30,211.71,97.95,287.60,106.25
01/13/2015,- A/R Due CC (ONLINE) Amex,84.75,0.0,0.00,0.00,43.30,0.00,7.75,0.00,7.75,0.00,0.00,0.00,0.00,17.25,8.70,0.00
01/13/2015,- Other Payment Types,7.69,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00
01/13/2015,+ Gift Cards Issued,45.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,20.00,0.00,0.00
01/13/2015,- Gift Cards Redeemed,108.07,0.0,4.72,0.00,6.22,11.25,15.79,0.00,0.00,23.25,10.00,5.40,9.84,7.69,13.91,0.00
01/13/2015,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,= Expected Deposit,"2,606.60",0.0,163.48,95.89,213.70,158.66,161.25,87.46,464.41,180.52,136.21,96.14,236.83,219.03,159.65,233.37
01/13/2015,Total Deposit,"2,609.87",0.0,164.00,96.00,214.00,159.00,161.00,87.00,464.87,181.00,136.00,98.00,236.00,219.00,159.00,235.00
01/13/2015,Cash Over/(Under),3.27,0.0,0.52,0.11,0.30,0.34,-0.25,-0.46,0.46,0.48,-0.21,1.86,-0.83,-0.03,-0.65,1.63
01/13/2015,# Of Sales,980.00,0.0,81.00,55.00,105.00,54.00,94.00,44.00,93.00,34.00,55.00,38.00,104.00,57.00,101.00,65.00
01/13/2015,# Of Checks,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Shift Manager - Name,0,0.0,Timmy,Timmy,Deames,Timmy,Deames,erika,Deames,Ryan,Timmy,erika,Timmy,Ryan,Timmy,Ryan
01/13/2015,Labor $,"4,579.55",0.0,408.57,307.30,399.00,307.96,453.34,233.15,348.99,263.10,313.36,233.44,342.71,295.27,392.42,280.94
01/13/2015,Labor %,41.75,0.0,52.65,45.19,36.92,52.52,44.55,45.11,25.24,69.22,46.93,58.82,34.14,49.79,33.54,39.21
01/13/2015,Labor OverTime $,38.40,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/13/2015,Total Online Orders,"2,056.50",0.0,119.22,75.75,324.93,111.75,175.01,79.32,140.64,112.00,38.50,116.32,204.21,112.25,310.35,136.25
01/13/2015,Online Cash,250.76,0.0,6.75,0.00,41.25,0.00,6.00,13.51,11.00,33.25,0.00,0.00,17.50,15.75,51.75,54.00
01/13/2015,PDQ/Mx Sales Check,"11,599.52",0.0,0.00,"1,540.50",0.00,"1,798.02",0.01,"1,636.45",0.00,"1,795.54",0.00,"1,121.77",0.01,"1,691.48",0.00,"2,015.76"
01/13/2015,PDQ/Mx Tax Check,832.43,0.0,0.00,113.17,0.00,130.94,0.00,120.70,0.00,113.05,0.00,82.64,0.00,123.97,0.00,147.96
01/13/2015,Gift Cards Total,63.07,0.0,4.72,0.00,6.22,11.25,15.79,0.00,0.00,-1.75,10.00,5.40,9.84,-12.31,13.91,0.00
01/20/2015,IN-Sub,"2,979.75",653.0,181.25,178.25,252.50,144.00,293.00,155.50,342.00,196.25,340.00,127.00,372.50,103.50,198.25,95.75
01/20/2015,IN-Club,"3,813.00",652.0,226.25,163.00,241.50,253.25,281.75,311.00,374.00,226.25,324.25,211.00,441.25,234.00,329.75,195.75
01/20/2015,IN-Pop,"1,021.08",628.0,55.36,47.56,75.84,45.32,111.81,46.22,118.08,58.45,89.75,39.96,153.61,55.02,84.44,39.66
01/20/2015,IN-Side,863.60,686.0,64.80,29.70,71.55,48.60,75.60,52.65,105.30,46.85,78.30,31.05,110.70,51.30,63.45,33.75
01/20/2015,DEL-Sub,"1,142.00",248.0,140.50,36.00,136.75,53.00,176.50,23.75,87.25,55.00,85.25,82.50,100.50,36.00,111.00,18.00
01/20/2015,DEL-Club,"1,379.25",227.0,167.25,53.75,145.75,34.50,221.25,59.50,138.25,88.75,69.25,42.25,97.75,36.50,119.00,105.50
01/20/2015,DEL-Pop,196.11,111.0,27.84,13.82,21.87,0.00,31.68,13.92,20.89,3.58,8.46,1.79,17.21,1.79,30.08,3.18
01/20/2015,DEL-Side,368.55,304.0,47.25,14.85,37.80,12.15,44.55,16.20,25.65,17.55,32.40,20.25,29.70,13.50,32.40,24.30
01/20/2015,Party Sub,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,Day Old Bread,13.00,26.0,0.00,4.50,1.50,0.00,1.00,1.00,0.00,2.50,1.50,0.00,1.00,0.00,0.00,0.00
01/20/2015,Fresh Bread,2.00,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
01/20/2015,Cookie,189.00,139.0,7.50,13.50,13.50,16.50,10.50,7.50,16.50,10.50,15.00,16.50,16.50,16.50,15.00,13.50
01/20/2015,Kids 1/2 off,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,Box Lunch,113.75,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.75,0.00
01/20/2015,Platters,276.94,6.0,0.00,0.00,126.97,0.00,0.00,0.00,49.99,49.99,0.00,0.00,0.00,0.00,49.99,0.00
01/20/2015,Delivery Fee,405.07,298.0,48.38,19.40,45.23,13.34,55.08,16.66,37.94,17.94,25.47,18.06,30.48,13.36,42.98,20.75
01/20/2015,Other,0.00,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,Modifiers,378.10,2618.0,17.50,26.55,19.80,26.59,29.00,20.49,46.79,30.80,34.10,21.70,20.70,19.40,36.39,28.29
01/20/2015,Total of Above,"13,141.20",0.0,983.88,600.88,"1,190.56",647.25,"1,331.72",724.39,"1,362.64",804.41,"1,103.73",612.06,"1,391.90",582.87,"1,226.48",578.43
01/20/2015,- OVER-RINGS,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,= Adjusted Sales,"13,141.20",0.0,983.88,600.88,"1,190.56",647.25,"1,331.72",724.39,"1,362.64",804.41,"1,103.73",612.06,"1,391.90",582.87,"1,226.48",578.43
01/20/2015,- Net Employee Freebies,81.21,0.0,0.00,0.00,0.00,0.00,0.00,8.69,17.68,8.69,16.78,0.00,0.00,11.69,17.68,0.00
01/20/2015,- Net Manager Freebies,108.29,0.0,10.69,0.00,8.89,0.00,16.78,0.00,10.79,10.59,9.79,0.00,9.79,10.59,9.79,10.59
01/20/2015,- Sampling,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,- Waste,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,- Other Promo,15.25,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,5.75,0.00
01/20/2015,= Royalty Sales,"12,936.45",0.0,973.19,600.88,"1,181.67",647.25,"1,314.94",715.70,"1,334.17",785.13,"1,077.16",612.06,"1,372.61",560.59,"1,193.26",567.84
01/20/2015,+ Other Tax/Fee,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,+ Sales Tax,"1,033.40",0.0,76.27,47.96,93.70,52.29,103.94,57.63,106.92,63.28,86.73,48.98,110.60,45.14,94.83,45.13
01/20/2015,- Over Rings Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,- Freebie/Promo Tax,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,- Cash Payouts,369.51,0.0,31.31,33.43,24.28,31.22,34.80,30.89,14.34,31.57,7.46,22.20,26.79,25.79,27.44,27.99
01/20/2015,- A/R Due,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,+ A/R Paid,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,+ A/R Drivers,0.00,0.0,-74.25,74.25,-186.14,186.14,-1.36,1.36,-22.00,22.00,-19.75,19.75,-32.75,32.75,0.70,-0.70
01/20/2015,- A/R Due CC (InShop) V/MC/D,"6,359.87",0.0,338.92,261.61,511.87,383.90,591.55,541.19,657.06,430.64,554.40,260.35,882.31,305.19,398.85,242.03
01/20/2015,- A/R Due CC (InShop) Amex,574.33,0.0,18.98,35.61,138.10,24.82,35.30,5.14,27.63,28.74,63.91,18.67,111.32,0.00,28.49,37.62
01/20/2015,- A/R Due CC (MOTO) V/MC/D,"1,741.47",0.0,263.26,104.75,65.25,30.75,250.47,57.25,171.85,107.75,126.61,27.00,122.00,57.75,313.03,43.75
01/20/2015,- A/R Due CC (MOTO) Amex,24.00,0.0,8.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,- A/R Due CC (ONLINE) V/MC/D,"2,041.83",0.0,188.64,54.37,141.35,100.01,252.15,87.38,197.11,149.03,159.01,129.42,139.95,96.39,178.05,168.97
01/20/2015,- A/R Due CC (ONLINE) Amex,104.50,0.0,8.25,18.50,0.00,8.66,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,60.34,0.00
01/20/2015,- Other Payment Types,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,+ Gift Cards Issued,70.00,0.0,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00
01/20/2015,- Gift Cards Redeemed,74.04,0.0,11.50,0.00,0.00,0.00,13.50,0.00,4.70,16.40,0.00,10.00,0.00,6.22,11.72,0.00
01/20/2015,+ NSF Deposit,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01/20/2015,= Expected Deposit,"2,750.30",0.0,106.35,198.82,208.38,306.32,289.75,52.84,337.65,106.28,232.75,213.15,168.09,147.14,290.87,91.91
01/20/2015,Total Deposit,"2,750.00",0.0,107.00,198.00,208.00,307.00,290.00,52.00,338.00,106.00,233.00,213.00,168.00,148.00,290.00,92.00
01/20/2015,Cash Over/(Under),-0.30,0.0,0.65,-0.82,-0.38,0.68,0.25,-0.84,0.35,-0.28,0.25,-0.15,-0.09,0.86,-0.87,0.09
