item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units,Unnamed: 13
Kickin Ranch Dressing Mix,01/14/2020,Food 4312,Container 3.2oz,7.00,0.0,0.0,0,0,0.0,0,5.00,1.42,7.08,2.0000,7.077999999999999
Pepper Jalapeno Slices,01/14/2020,Food 4312,gal,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Ranch portioned  ,01/14/2020,Food 4312,Cup,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Ranch prepped ,01/14/2020,Food 4312,gal,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
SPICE GARLIC SALT W/PARSLEY  ,01/14/2020,Food 4312,ea,0.10,0.0,0.0,0,0,0.0,0,0.10,8.35,0.84,0.0000,0.835
Avo Fresco,01/14/2020,Food 4312,Case,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Capicola,01/14/2020,Food 4312,lb,29.25,35.7,0.0,0,0,35.7,0,33.50,3.12,104.55,31.4500,104.5535
Salami,01/14/2020,Food 4312,lb,41.25,38.95,0.0,0,0,38.95,0,44.50,3.13,139.33,35.7000,139.3251
Ham,01/14/2020,Food 4312,lb,118.50,88.1,0.0,0,0,88.1,0,95.25,2.46,233.93,111.3500,233.934
Turkey,01/14/2020,Food 4312,lb,120.50,89.9,0.0,0,0,89.9,0,87.75,2.87,252.19,122.6500,252.1935
Beef,01/14/2020,Food 4312,lb,34.75,70.3,0.0,0,0,70.3,0,60.00,4.74,284.40,45.0500,284.4
BACON - SLI APPLWD SMKD CKD,01/14/2020,Food 4312,ea,300.00,1800.0,0.0,0,0,1800.0,0,641.00,0.24,151.85,"1,459.0000",151.8529
Cheese,01/14/2020,Food 4312,lb,51.00,107.7,0.0,0,0,107.7,0,45.00,2.63,118.17,113.7000,118.17
Mayonnaise,01/14/2020,Food 4312,gal mayo,41.50,8.0,0.0,0,0,8.0,0,34.50,8.16,281.52,15.0000,281.5166
Oil,01/14/2020,Food 4312,gal oil,7.00,0.0,0.0,0,0,0.0,0,5.75,9.14,52.54,1.2500,52.5429
Vinegar,01/14/2020,Food 4312,gal vinegar,10.00,0.0,0.0,0,0,0.0,0,9.45,4.08,38.54,0.5500,38.538
Avocado,01/14/2020,Food 4312,avo can,14.00,12.0,0.0,0,0,12.0,0,14.00,3.21,44.88,12.0000,44.8784
Peppers Cherry,01/14/2020,Food 4312,Gal Peppers,24.75,4.0,0.0,0,0,4.0,0,25.00,7.01,175.31,3.7500,175.3125
Mustard Dijon,01/14/2020,Food 4312,jar dijon,6.00,6.0,0.0,0,0,6.0,0,10.00,5.29,52.93,2.0000,52.925
MUSTARD WHL GRAIN ,01/14/2020,Food 4312,32 oz jar,5.00,6.0,0.0,0,0,6.0,0,10.50,5.84,61.30,0.5000,61.30219999999999
Soy Sauce,01/14/2020,Food 4312,gal soy,0.60,0.0,0.0,0,0,0.0,0,0.50,11.43,5.72,0.1000,5.715
Tuna Chunk - pouch,01/14/2020,Food 4312,Pouch tuna (48oz),7.50,6.0,0.0,0,0,6.0,0,9.00,7.69,69.17,4.5000,69.165
Pan Spray,01/14/2020,Food 4312,ea,1.00,6.0,0.0,0,0,6.0,0,6.00,3.01,18.05,1.0000,18.0504
Oregano,01/14/2020,Food 4312,cont oregano,1.05,0.0,0.0,0,0,0.0,0,0.60,26.22,15.73,0.4500,15.731
Basil,01/14/2020,Food 4312,cont basil,1.05,0.0,0.0,0,0,0.0,0,0.60,6.31,3.79,0.4500,3.7854
Sugar,01/14/2020,Food 4312,lb,10.00,25.0,0.0,0,0,25.0,0,13.25,0.70,9.21,21.7500,9.2101
Mayo Packets,01/14/2020,Food 4312,Box 204,1.75,1.0,0.0,0,0,1.0,0,1.40,17.61,24.65,1.3500,24.6501
Mustard Packets,01/14/2020,Food 4312,Box 500,1.10,1.0,0.0,0,0,1.0,0,1.40,5.93,8.30,0.7000,8.3017
Sweet n Low Packets,01/14/2020,Food 4312,Case  3000,0.00,0.0,0.0,0,0,0.0,0,0.00,18.45,0.00,0.0000,0.0
Pickles,01/14/2020,Sides 4313,ea,13.00,288.0,0.0,0,0,288.0,0,144.00,0.35,50.85,157.0000,50.8464
Chip JJ Reg ,01/14/2020,Sides 4313,ea,219.00,120.0,0.0,0,0,120.0,0,161.00,0.35,56.19,178.0000,56.18899999999999
Chip JJ BBQ ,01/14/2020,Sides 4313,ea,146.00,300.0,0.0,0,0,300.0,0,137.00,0.35,47.84,309.0000,47.8404
Chip JJ Jalapeno ,01/14/2020,Sides 4313,ea,179.00,180.0,0.0,0,0,180.0,0,119.00,0.35,41.57,240.0000,41.5667
Chip JJ S&V ,01/14/2020,Sides 4313,ea,102.00,240.0,0.0,0,0,240.0,0,124.00,0.35,43.28,218.0000,43.276
Chip JJ Skinny ,01/14/2020,Sides 4313,ea,117.00,60.0,0.0,0,0,60.0,0,106.00,0.41,43.85,71.0000,43.8522
Cookie Oatmeal Raisin,01/14/2020,Sides 4313,ea,211.00,0.0,0.0,0,0,0.0,0,189.00,0.47,89.08,22.0000,89.0757
Cookie JJ Triple Choc Chip,01/14/2020,Sides 4313,ea,120.00,168.0,0.0,0,0,168.0,0,178.00,0.57,101.85,110.0000,101.8516
BAG PAPER CRRYOT 8# LOGO-17-DNU,01/14/2020,Paper 4314,Box 1000,0.15,0.0,0.0,0,0,0.0,0,0.40,0.00,0.00,-0.2500,0.0
CUP PLAS PRTN CLR 2 OZ  ,01/14/2020,Paper 4314,250 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,6.93,0.00,0.0000,0.0
Frenchie Checkered Wrap Paper,01/14/2020,Paper 4314,1000 count,0.50,0.0,0.0,0,0,0.0,0,0.75,21.87,16.40,-0.2500,16.4025
Frenchie Topper (Bag Poly Sleeve),01/14/2020,Paper 4314,1 Case,0.50,0.0,0.0,0,0,0.0,0,0.75,72.44,54.33,-0.2500,54.33
LID PLAS MED PRTN 2 OZ,01/14/2020,Paper 4314,125 CT,0.00,0.0,0.0,0,0,0.0,0,0.00,0.83,0.00,0.0000,0.0
Sysco Cup Foam Tall 12 oz,01/14/2020,Paper 4314,Case 1000,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Cup Plas 14oz Trans Soft - Paper Cat,01/14/2020,Paper 4314,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
CUP PLAS PRTN (Translucent 2 Oz),01/14/2020,Paper 4314,200 CT,10.75,0.0,0.0,0,0,0.0,0,9.50,1.88,17.86,1.2500,17.86
CUP PLAS TRANS 12 OZ - Paper Cat,01/14/2020,Paper 4314,ea,0.00,0.0,0.0,0,0,0.0,0,0.00,0.00,0.00,0.0000,0.0
Cup Plas Trans Soft 12 OZ,01/14/2020,Paper 4314,50 CT,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Napkins (Case 12),01/14/2020,Paper 4314,Pack 567,1.50,0.0,0.0,0,0,0.0,0,4.00,3.05,12.20,-2.5000,12.2
Napkins - Case12,01/14/2020,Paper 4314,Pack 284,0.00,24.0,0.0,0,0,24.0,0,0.00,1.45,0.00,24.0000,0.0
LID PLAS CLR F/1.5-2.5 OZ PRTN,01/14/2020,Paper 4314,100 CT,22.50,0.0,0.0,0,0,0.0,0,21.00,0.91,19.12,1.5000,19.1247
Cup 22oz JJ,01/14/2020,Paper 4314,ea,798.00,1000.0,0.0,0,0,1000.0,0,"1,358.00",0.04,51.33,440.0000,51.3324
Lid 22oz JJ,01/14/2020,Paper 4314,ea,"1,388.00",0.0,0.0,0,0,0.0,0,794.00,0.01,8.58,594.0000,8.5752
Cup 30oz JJ,01/14/2020,Paper 4314,ea,366.00,750.0,0.0,0,0,750.0,0,921.00,0.06,58.30,195.0000,58.29930000000001
Lid 30oz JJ,01/14/2020,Paper 4314,ea,"1,044.00",0.0,0.0,0,0,0.0,0,703.00,0.02,14.97,341.0000,14.9739
Bags 8# JJ,01/14/2020,Paper 4314,Box 1000,0.00,1.0,0.0,0,0,1.0,0,0.00,29.90,0.00,1.0000,0.0
Wrap Sandwich,01/14/2020,Paper 4314,Box 1000,2.50,3.0,0.0,0,0,3.0,0,3.75,20.12,75.44,1.7500,75.4376
8X10 Port Pap. (WRAP PAPER DRY WAX),01/14/2020,Paper 4314,Box 500,1.10,12.0,0.0,0,0,12.0,0,6.50,2.75,17.84,6.6000,17.8425
Straws,01/14/2020,Paper 4314,Box 300,0.00,0.0,0.0,0,0,0.0,0,0.00,1.40,0.00,0.0000,0.0
Straws_new (Box 300),01/14/2020,Paper 4314,Box 300,8.25,0.0,0.0,0,0,0.0,0,6.50,1.40,9.11,1.7500,9.1091
Pan Liners,01/14/2020,Paper 4314,Box 1000,0.10,1.0,0.0,0,0,1.0,0,1.00,31.76,31.76,0.1000,31.7599
Mylar (Film PVC roll),01/14/2020,Paper 4314,roll 5280,0.50,0.0,0.0,0,0,0.0,0,0.30,38.64,11.59,0.2000,11.5916
Cucumber,01/14/2020,Produce 4315,ea,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Iceburg Head ,01/14/2020,Produce 4315,24 Count,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/14/2020,Produce 4315,12 Packs,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Roma Tomatoes,01/14/2020,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Yellow Onions,01/14/2020,Produce 4315,lb,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
Lettuce,01/14/2020,Produce 4315,Head Let,11.00,48.0,0.0,0,0,48.0,0,63.00,1.08,68.25,-4.0000,68.2479
Tomatoes,01/14/2020,Produce 4315,lb,11.25,100.0,0.0,0,0,100.0,0,89.45,1.08,96.61,21.8000,96.606
Onions (Yellow Jumbo),01/14/2020,Produce 4315,lb,22.50,50.0,0.0,0,0,50.0,0,50.00,0.34,17.06,22.5000,17.06
Sprouts,01/14/2020,Produce 4315,lb,1.00,6.0,0.0,0,0,6.0,0,2.50,6.00,15.00,4.5000,15.0
Celery,01/14/2020,Produce 4315,stalk,8.00,0.0,0.0,0,0,0.0,0,4.50,0.90,4.05,3.5000,4.0541
Cucumbers,01/14/2020,Produce 4315,ea,11.50,25.0,0.0,0,0,25.0,0,21.00,1.12,23.52,15.5000,23.519999999999996
Syrup Coke,01/14/2020,Beverage 4316,gal,5.00,5.0,0.0,0,0,5.0,0,6.75,16.86,113.81,3.2500,113.80499999999999
Syrup Diet Coke,01/14/2020,Beverage 4316,gal,4.75,5.0,0.0,0,0,5.0,0,6.00,16.52,99.10,3.7500,99.099
Syrup Sprite,01/14/2020,Beverage 4316,gal,5.00,0.0,0.0,0,0,0.0,0,5.00,16.06,80.30,0.0000,80.2995
Syrup Lemonade Light,01/14/2020,Beverage 4316,gal,2.00,2.5,0.0,0,0,2.5,0,1.50,17.89,26.83,3.0000,26.8311
Syrup Mello Yellow,01/14/2020,Beverage 4316,gal,3.75,0.0,0.0,0,0,0.0,0,2.00,16.74,33.49,1.7500,33.4854
Syrup Dr. Pepper,01/14/2020,Beverage 4316,gal,4.75,5.0,0.0,0,0,5.0,0,7.25,16.44,119.20,2.5000,119.19649999999999
